goal	series	id
1	SI_POV_DAY1	e75f1d96fb724377b50831a66b9ba925
1	SI_POV_EMP1	d345483ef17b4e488e80d0aae4b5fc02
1	SI_POV_NAHC	4b61f174c1fc4425b900c1454a55d692
1	SD_MDP_MUHC	7e572c4fcab94354b816432828db7e52
1	SD_MDP_ANDI	45f9d62e4d4c468eb9a0f6f0586244ca
1	SD_MDP_MUHHC	e5e2e68ddb674a009355549d38b397bd
1	SD_MDP_CSMP	db688c185a3944fdaeee54716bb6b242
1	SI_COV_MATNL	df4c26cbdcab425a909af73c919d0452
1	SI_COV_POOR	788c554b3881471e8ebde21c173e0fd0
1	SI_COV_SOCAST	99678c0897504db4b748eec9354fc9c4
1	SI_COV_SOCINS	bbdf50119aff422483316e7265358d30
1	SI_COV_CHLD	546e34bb75bb4d8eb7a3e3019dec956b
1	SI_COV_UEMP	234966221a744545865cdddae58d46de
1	SI_COV_VULN	7c656feb8f844d54b8c82765798b10fd
1	SI_COV_WKINJRY	dbe000581ece45f08eb8af843d488146
1	SI_COV_BENFTS	b22b2eabcb5e4ca5b68814c5edb461fe
1	SI_COV_DISAB	1ccf5e08186148ecbe02dcefc2f0551e
1	SI_COV_LMKT	7cd5ef834d5048b2abf4b443d6b97c4c
1	SI_COV_PENSN	2d8f6d7aef9a493d829a6619e9219029
1	SP_ACS_BSRVH2O	da7d9e13a45b4734b5eef4b8355cdb6c
1	SP_ACS_BSRVSAN	1df36f26cad44482b56e0f6e5ad471dd
1	VC_DSR_MISS	5cb38f7113cf4a52aad018af2e667a78
1	VC_DSR_AFFCT	4c08159ed0b24a71b65a25c3024903ef
1	VC_DSR_MORT	814909cf93b04c66a37f8930ddbdccdc
1	VC_DSR_MTMP	5424ec7cd435432db10d7604dbaba0fc
1	VC_DSR_MTMN	d99cd03855094cc49318baaf9ee8243c
1	VC_DSR_DAFF	e4cb0f8662764f528c81ada0cde44f72
1	VC_DSR_IJILN	ec672d7165a143bf986d0f6d50d11615
1	VC_DSR_PDAN	502b2570368e4249a851b9ae506af83c
1	VC_DSR_PDYN	16a00f7cc2164f0c801b23fa0e521dde
1	VC_DSR_PDLN	647e70a373f945749f7aaf0bc808c8eb
1	VC_DSR_GDPLS	7b5f4f7fc26b4bb48eb1798864a04110
1	VC_DSR_LSGP	e3adb2406c2e452b81c3654e276fc5ca
1	VC_DSR_AGLN	3313f3759366416e8be531f6bb650faf
1	VC_DSR_HOLN	9634481045a6472db316030879e32bda
1	VC_DSR_CILN	e65c18d61d33416b8cc16a6e78785d43
1	VC_DSR_CHLN	08eaee136a3c49e3b41c5928739bf863
1	VC_DSR_DDPA	69f0ebd85d0f44648803c328b5b670bc
1	SG_DSR_LGRGSR	70d01fc6660b48a68967544421d3a05a
1	SG_DSR_SFDRR	82ca3e335f184adba9cac7f8185767aa
1	SG_DSR_SILS	75b891eaa8944c64a1348db2b2ddc2de
1	SG_DSR_SILN	77ad561608f04acfa65494c0e8767a04
1	SG_GOV_LOGV	f949aeeb43f14212822789368e9ca304
1	SD_XPD_ESED	d6eb429db59545729ed88b68410fa480
2	SN_ITK_DEFC	f02b373c43394a63b5931e5f96b6f655
2	SN_ITK_DEFCN	b828980e54784cd097e9450055dec2f0
2	AG_PRD_FIESMSI	43c861e7e32743949790184611ef8cfc
2	AG_PRD_FIESMSIN	970f97af7a6d4a79821b0fa22e888882
2	AG_PRD_FIESSI	794ea919a22d49d6ad872d671233a5e6
2	AG_PRD_FIESSIN	4fafa955701c462dbbdb93d38a83f765
2	SH_STA_STUNT	5a63ad2e92ff4a3491d8aaf9794f4fbe
2	SH_STA_STUNTN	740994e9fd5d42da9470940d406e0007
2	SH_STA_WASTE	492afdc8d9ac4b23a282e31d9aa4b817
2	SH_STA_WASTEN	5dc4b58c37a04fd5a1aff7fd4269c1bb
2	SH_STA_OVRWGT	b5fb26ce076d4b40a1ff1aab760a8bbb
2	SH_STA_OVRWGTN	04fb88034f964dc388d358fc40e5b020
2	PD_AGR_SSFP	3ad8ad2b89af470b98e910634a09e42e
2	SI_AGR_SSFP	eacb00bc7a5b482c9516545add368075
2	ER_GRF_ANIMRCNTN	1bba2dc9d506413a82c677cfd12f6dee
2	ER_GRF_PLNTSTOR	802b621a46bf40eb9a2c8f6e4790b372
2	ER_RSK_LBREDS	f575fc947b2046e29b3dc64686a69ee8
2	AG_PRD_ORTIND	344952fbc4f84663a34aa2d6eec236f3
2	AG_PRD_AGVAS	48ea3381d3464cb1b824d1dd7e0459af
2	AG_XPD_AGSGB	308afda940eb43afb126bfb14030ddc5
2	DC_TOF_AGRL	3d63cd7f64c949dd9fcb969bdf21a258
2	AG_PRD_XSUBDY	cc3b9b1f98754c4d83a2d7d0e7f99273
2	AG_FPA_COMM	7739cdbfc164403e9654ab317847901a
2	AG_FPA_CFPI	484cad4739e24104a3bdc5cde6973351
3	SH_STA_MMR	b7e5eecaaddb495f93d30f8a7e0f75d4
3	SH_STA_BRTC	e25ad059dcc44372a68c3431b0f8c8a2
3	SH_DYN_IMRTN	87906528f0ea45d7b76ae86a6d1d86bd
3	SH_DYN_MORT	9052901d7f0946eca284218f313f6600
3	SH_DYN_IMRT	6a2512f65a6c4583a5028d3bf8d87005
