,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",194,2020,2,1,0,,,194,1,World
0,0,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",2,2020,2,1,0,,,2,53,Australia and New Zealand
1,1,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",14,2020,2,1,0,,,14,62,Central and Southern Asia
2,2,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",48,2020,2,1,0,,,48,202,Sub-Saharan Africa
3,3,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",33,2020,2,1,0,,,33,419,Latin America and the Caribbean
4,4,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",45,2020,2,1,0,,,45,513,Europe and Northern America
5,5,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",12,2020,2,1,0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",24,2020,2,1,0,,,24,747,Northern Africa and Western Asia
7,7,'12,'12.4,12.4.1,SG_HAZ_CMRMNTRL,"Parties meeting their commitments and obligations in transmitting information as required by Montreal Protocol on hazardous waste, and other chemicals",16,2020,2,1,0,,,16,753,Eastern and South-Eastern Asia
