,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),57,2014.0,1.0,1.0,2.0,1.0,1.0,194,1,World
0,0,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),0,,,,,,,2,53,Australia and New Zealand
1,1,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),5,2017.0,1.0,1.0,2.0,1.0,1.0,14,62,Central and Southern Asia
2,2,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),36,2014.0,1.0,1.0,2.0,1.0,1.0,48,202,Sub-Saharan Africa
3,3,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),7,2014.0,1.0,1.0,2.0,1.0,1.0,33,419,Latin America and the Caribbean
4,4,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),2,2012.5,1.5,1.0,2.0,1.0,1.0,45,513,Europe and Northern America
5,5,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),2,2017.0,2.0,1.0,2.0,1.0,1.0,24,747,Northern Africa and Western Asia
7,7,'5,'5.6,5.6.1,SH_FPL_INFMSR,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years),5,2016.0,1.0,1.0,2.0,1.0,1.0,16,753,Eastern and South-Eastern Asia
