,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),182,2018.0,14.0,1.0,0.0,,,194,1,World
0,0,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),2,2018.0,14.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),14,2018.0,14.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),46,2018.0,14.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),26,2018.0,14.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),44,2018.0,14.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),12,2018.0,14.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),22,2018.0,14.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'6,'6.6,6.6.1,EN_WBE_PMPR,Water body extent (permanent) (% of total land area),16,2018.0,14.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
