,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",59,2015.0,1.0,9.0,2.0,3.0,0.9491525423728814,194,1,World
0,0,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",1,2018.0,2.0,9.0,2.0,3.0,1.0,2,53,Australia and New Zealand
1,1,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",0,,,,,,,14,62,Central and Southern Asia
2,2,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",14,2014.5,1.0,9.0,2.0,3.0,0.9285714285714286,48,202,Sub-Saharan Africa
3,3,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",3,2018.0,6.0,9.0,2.0,3.0,1.0,33,419,Latin America and the Caribbean
4,4,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",29,2012.0,1.0,9.0,2.0,3.0,1.0,45,513,Europe and Northern America
5,5,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",2,2014.0,1.0,9.0,2.0,3.0,1.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",5,2017.0,2.0,9.0,2.0,3.0,1.0,24,747,Northern Africa and Western Asia
7,7,'8,'8.5,8.5.2,SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",5,2016.0,1.0,8.0,2.0,2.8284271247461903,0.6,16,753,Eastern and South-Eastern Asia
