,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",180,2017.0,10.0,9.0,2.0,3.0,0.9833333333333333,194,1,World
0,0,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",2,2018.0,19.0,9.0,2.0,3.0,1.0,2,53,Australia and New Zealand
1,1,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",13,2017.0,10.0,9.0,2.0,3.0,1.0,14,62,Central and Southern Asia
2,2,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",41,2014.0,2.0,9.0,2.0,3.0,1.0,48,202,Sub-Saharan Africa
3,3,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",31,2017.0,12.0,9.0,2.0,3.0,0.967741935483871,33,419,Latin America and the Caribbean
4,4,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",43,2018.0,19.0,9.0,2.0,3.0,1.0,45,513,Europe and Northern America
5,5,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",12,2013.5,1.0,9.0,2.0,3.0,0.8333333333333334,12,543,Oceania (excluding Australia and New Zealand)
6,6,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",24,2017.0,14.0,9.0,2.0,3.0,1.0,24,747,Northern Africa and Western Asia
7,7,'8,'8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",14,2018.0,15.0,9.0,2.0,3.0,1.0,16,753,Eastern and South-Eastern Asia
