,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",38,2016.0,1.0,7.0,1.0,7.0,0.0,194,1,World
0,0,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",0,,,,,,,2,53,Australia and New Zealand
1,1,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",1,2015.0,1.0,9.0,1.0,9.0,0.0,14,62,Central and Southern Asia
2,2,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",1,2014.0,1.0,9.0,1.0,9.0,0.0,48,202,Sub-Saharan Africa
3,3,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2,2016.5,1.0,6.0,1.0,6.0,0.0,33,419,Latin America and the Caribbean
4,4,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",30,2016.0,1.0,7.0,1.0,7.0,0.0,45,513,Europe and Northern America
5,5,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",4,2015.5,1.0,8.0,1.0,8.0,0.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.5,4.5.1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",0,,,,,,,16,753,Eastern and South-Eastern Asia
