,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),100,2018.0,4.0,3.5,2.0,1.8660254037844386,0.0,194,1,World
0,0,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),2,2018.0,7.0,4.5,2.0,2.118033988749895,0.0,2,53,Australia and New Zealand
1,1,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),2,2017.0,3.5,3.5,2.0,1.8660254037844386,0.0,14,62,Central and Southern Asia
2,2,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),5,2015.0,1.0,1.0,2.0,1.0,0.0,48,202,Sub-Saharan Africa
3,3,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),19,2018.0,2.0,5.0,2.0,2.23606797749979,0.0,33,419,Latin America and the Caribbean
4,4,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),41,2018.0,7.0,4.0,2.0,2.0,0.0,45,513,Europe and Northern America
5,5,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),20,2016.0,3.0,3.0,2.0,1.7320508075688772,0.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.5,4.5.1,SE_LGP_ACHI,Language test parity index for achievement (ratio),11,2018.0,1.0,2.0,2.0,1.4142135623730951,0.0,16,753,Eastern and South-Eastern Asia
