,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",106,2012.0,1.0,8.0,2.0,2.8284271247461903,1.0,194,1,World
0,0,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",0,,,,,,,2,53,Australia and New Zealand
1,1,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",7,2015.0,1.0,8.0,2.0,2.8284271247461903,1.0,14,62,Central and Southern Asia
2,2,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",31,2014.0,1.0,8.0,2.0,2.8284271247461903,1.0,48,202,Sub-Saharan Africa
3,3,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",16,2014.5,1.0,8.0,2.0,2.8284271247461903,1.0,33,419,Latin America and the Caribbean
4,4,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",29,2012.0,1.0,1.0,2.0,1.0,1.0,45,513,Europe and Northern America
5,5,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",10,2009.0,1.0,4.0,2.0,1.8228756555322954,1.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",6,2013.0,1.0,8.0,2.0,2.8284271247461903,1.0,24,747,Northern Africa and Western Asia
7,7,'5,'5.2,5.2.1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",7,2016.0,1.0,8.0,2.0,2.8284271247461903,1.0,16,753,Eastern and South-Eastern Asia
