,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
0,0,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),98,2018.0,8.0,1.0,1.0,1.0,1.0,194,1,World
0,0,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),0,,,,,,,2,53,Australia and New Zealand
1,1,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),7,2017.0,3.0,1.0,1.0,1.0,1.0,14,62,Central and Southern Asia
2,2,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),18,2015.0,1.0,1.0,1.0,1.0,1.0,48,202,Sub-Saharan Africa
3,3,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),14,2018.0,9.5,1.0,1.0,1.0,1.0,33,419,Latin America and the Caribbean
4,4,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),37,2018.0,19.0,1.0,1.0,1.0,1.0,45,513,Europe and Northern America
5,5,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),8,2013.5,1.0,1.0,1.0,1.0,1.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),7,2017.0,5.0,1.0,1.0,1.0,1.0,24,747,Northern Africa and Western Asia
7,7,'5,'5.5,5.5.2,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),7,2018.0,4.0,1.0,1.0,1.0,1.0,16,753,Eastern and South-Eastern Asia
