goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	28.4502	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715	32.89715						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442	34.46442						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	22.08141	22.08141	22.08141	23.67139	23.67139	23.67139	23.67139	23.67139	23.67139	27.99452	27.99452	27.99452	30.77212	30.77212	30.77212	31.00439	31.00439	31.00439	35.27316	35.27316	35.27316	35.27316	35.27316	35.27316	37.0591	37.0591	37.0591	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429	38.16429						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	38.5801	38.5801	38.5801	38.5801	38.5801	38.5801	38.5801	38.5801	38.5801	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.91092	48.93535	48.93535	48.93535	49.13037	49.13037	49.13037	49.29946	49.29946	49.29946	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055	49.32055						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25	60.25						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	23.29553	23.29553	23.29553	24.06225	24.06225	24.06225	24.83055	24.83055	24.83055	26.03037	26.03037	26.03037	27.15961	27.15961	27.15961	27.96379	27.96379	27.96379	28.099	28.099	28.099	28.099	28.099	28.099	28.48588	28.48588	28.48588	30.21363	30.21363	30.21363	30.22275	30.22275	30.22275	30.23606	30.23606	30.23606	30.54156	30.54156	30.54156	30.54678	30.54678	30.54678	31.03482	31.03482	31.03482	31.52652	31.52652	31.52652	31.85164	31.85164	31.85164	31.88267	31.88267	31.88267	32.40464	32.40464	32.40464	32.40464						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	20.3396	20.33795	20.47381	20.43995	20.4383	20.57416	20.5368	20.53516	20.67101	20.61532	20.61368	20.74953	20.95471	20.8205	20.95636	21.31796	21.18375	21.31961	22.47485	22.34064	22.47649	25.01453	24.88032	25.01617	25.08624	24.95203	25.08789	25.12842	24.99421	25.13007	25.21173	25.07587	25.21173	25.26202	25.12616	25.26202	25.27769	25.14348	25.27769	25.71052	25.57631	25.71052	28.54963	28.41542	28.54963	28.55149	28.41728	28.55149	29.52055	29.38634	29.52055	29.57015	29.57015	29.57015	29.57015	29.57015	29.57015	29.57015						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	68.1336	63.02278	68.1336	68.1336	63.02278	68.1336	73.87117	68.87135	73.87117	73.87117	68.87135	73.87117	73.87117	68.87135	73.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117	78.87117						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209	10.45209						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	34	Southern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	27.08901	26.88006	27.09926	27.52034	27.35026	27.53058	28.06464	28.00184	28.07488	28.28281	28.22001	28.29305	28.40612	28.34332	28.41636	28.46129	28.39849	28.47154	28.58799	28.52519	28.59824	28.59217	28.52937	28.60241	28.80132	28.73094	28.80399	29.28011	29.20974	29.28278	29.66699	29.59881	29.66699	29.69717	29.62899	29.69717	31.75906	31.74881	31.75906	31.90046	31.89779	31.90046	31.99058	31.99058	31.99058	31.99058	31.99058	31.99058	31.99497	31.99497	31.99497	31.99497	31.99497	31.99497	31.99497	31.99497	31.99497	31.99497						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	58.2729	55.5172	59.83639	58.2729	55.5172	59.83639	58.2729	55.5172	59.83639	58.2729	55.5172	59.83639	58.2729	55.5172	59.83639	59.83775	55.54053	59.84873	59.83775	55.54053	59.84873	59.83775	55.54053	59.84873	59.83775	55.54053	59.84873	59.83775	55.54053	59.84873	60.0594	56.48863	60.0594	60.0594	56.48863	60.0594	60.0594	56.48863	60.0594	65.40833	62.6636	65.40833	65.40833	62.6636	65.40833	65.40833	62.6636	65.40833	65.40833	62.6636	65.40833	65.40833	62.6636	65.40833	65.40862	65.40862	65.40862	65.40862						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	56.66411	56.66411	56.66411	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412	56.66412						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	45.47268	45.47268	45.47268	45.7741	45.7741	45.7741	49.44477	49.44477	49.44477	53.00438	53.00438	53.00438	81.24978	81.24978	81.24978	81.24978	81.24978	81.24978	81.26629	81.26629	81.26629	81.26629	81.26629	81.26629	81.2663	81.2663	81.2663	81.26692	81.26692	81.26692	83.1018	83.1018	83.1018	83.13944	83.13944	83.13944	83.13944	83.13944	83.13944	83.13944	83.13944	83.13944	83.13964	83.13964	83.13964	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966	83.13966						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.1	By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements	C150102	15.1.2	I	UNEP-WCMC, UNEP, IUCN	Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type	2019.Q4.G.01	['water', 'freshwater', 'biological diversity', 'freshwater ecosystems', 'natural resources', 'national parks and protected areas']	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	35	South-Eastern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	22.52475	22.41665	22.63409	23.67109	23.55182	23.77581	24.82706	24.69891	24.92626	25.74196	25.60085	25.83543	27.41295	27.25704	27.47888	27.85403	27.6712	27.89304	28.514	28.33117	28.55301	29.78596	29.60237	29.82421	30.10631	29.91622	30.13498	32.00413	31.80878	32.02749	32.24809	32.15165	32.26532	33.05793	32.96128	33.06953	33.41469	33.31243	33.42068	34.19703	34.09477	34.20302	34.92559	34.81747	34.92573	35.06228	34.95416	35.06242	35.4043	35.30735	35.4043	35.81801	35.76928	35.81801	35.85543	35.85543	35.85543	35.85543						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
