goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2010,value_2015,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),258,French Polynesia,4,61,Polynesia,Country,-149.4052367,-17.67709294,PYF,0,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,4.36402,3.58042,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),262,Djibouti,5,14,Eastern Africa,Country,42.18274707,11.56004161,DJI,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),266,Gabon,5,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.893,0.893,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.08606,0.3574,0.0,0.0,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.43012,0.37928,0.33113,0.33113,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.19746,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.05279,0.04388,0.01752,0.01752,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.40324,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.3212,0.31176,0.30697,0.30697,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),29,Caribbean,4,419,Latin America and the Caribbean,Region,,,,,,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,1.40658,1.24426,1.3009,1.3009,,,"Aggregate, may include official, semi-official, estimated or calculated data;Data nature not available","FAO, Global Forest Resources Assessment",,_X: Data nature not available
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),296,Kiribati,4,57,Micronesia,Country,-157.5643005,1.768837732,KIR,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),30,Eastern Asia,3,142,Asia,Region,,,,,,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,1.29122,0.70634,0.51706,0.51706,,,"Aggregate, may include official, semi-official, estimated or calculated data;Data nature not available","FAO, Global Forest Resources Assessment",,_X: Data nature not available
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.82493,0.79225,0.76206,0.76206,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),304,Greenland,4,21,Northern America,Country,-41.39371316,74.75625681,GRL,0,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.12358,2.82488,2.47485,2.47485,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),312,Guadeloupe,5,29,Caribbean,Country,-61.64762115,16.14416917,GLP,0,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.04521,-0.33143,-0.05585,-0.05585,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),316,Guam,4,57,Micronesia,Country,144.7029305,13.35485404,GUM,0,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-1.07366,-1.07639,-1.06015,-1.06015,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-1.31753,-1.1219,-0.99768,-0.99768,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),324,Guinea,5,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.52696,-0.54122,-0.55628,-0.55628,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.02408,-0.03134,-0.0604,-0.0604,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.74496,-0.77379,-0.80493,-0.80493,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),34,Southern Asia,3,142,Asia,Region,,,,,,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.70752,0.40915,0.14532,0.14532,,,"Aggregate, may include official, semi-official, estimated or calculated data;Data nature not available","FAO, Global Forest Resources Assessment",,_X: Data nature not available
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-1.95209,-2.16343,-2.42615,-2.42615,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.67928,0.62748,0.22382,0.22382,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),35,South-Eastern Asia,3,142,Asia,Region,,,,,,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.35085,-0.23406,-0.36002,-0.36002,,,"Aggregate, may include official, semi-official, estimated or calculated data;Data nature not available","FAO, Global Forest Resources Assessment",,_X: Data nature not available
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,4.85281,3.18748,2.87443,2.87443,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.69943,0.60727,0.25433,0.25433,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.18697,-0.70398,0.24874,0.24874,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-0.31421,-0.71001,-0.73549,-0.73549,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),364,Iran (Islamic Republic of),4,34,Southern Asia,Country,54.19766348,32.74370885,IRN,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,2.77222,0.0,0.0,0.0,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),368,Iraq,4,145,Western Asia,Country,43.76606267,33.05013795,IRQ,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.17057,0.0,0.0,0.0,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,1.81888,0.87123,0.77028,0.77028,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.26008,-0.12937,1.38942,1.38942,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,0.91511,0.60682,0.58895,0.58895,,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",C150201,15.2.1,I,FAO,Progress towards sustainable forest management,2019.Q4.G.01,"['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']",AG_LND_FRSTCHG,Forest area net change rate (%),384,Côte d'Ivoire,5,11,Western Africa,Country,-5.552690016,7.62211586,CIV,1,1,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,-2.32114,-2.62638,-3.0241,-3.0241,,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data
