goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,3.47296,7.65429,7.19185,1.2976,6.76431,1.47644,5.63784,1.84603,3.56864,2.00587,7.8733,3.6965,3.41941,3.33774,2.77538,8.44408,8.44408,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,"[2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2003,2017,14,CON_USD,Constant USD,G,Global,,0.04294,0.02919,0.01147,4.73644,,0.00454,0.56838,4.74991,9.50128,0.8127,0.49235,0.15261,0.06145,0.00465,0.21869,0.21869,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,4.6438,4.96016,3.72218,39.81678,9.93827,22.91842,11.77083,20.97142,49.01871,45.3167,27.92169,44.37254,69.79913,87.92544,38.78594,32.47082,32.47082,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",478,Mauritania,5,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,9.5869,7.33639,11.96206,1.34549,8.96242,6.80992,2.44067,2.65229,12.56981,15.16368,38.79858,9.70313,15.46275,14.80943,3.64228,55.52037,55.52037,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",48,Bahrain,4,145,Western Asia,Country,50.5490754,26.04407747,BHR,1,1,[2003],2003,2003,1,CON_USD,Constant USD,G,Global,,0.01731,,,,,,,,,,,,,,,0.01731,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,"[2003, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2003,2017,13,CON_USD,Constant USD,G,Global,,0.03647,,0.01877,8.69592,,1.28093,26.0629,90.96826,5.10012,17.1897,10.53749,52.24854,0.3009,0.30992,0.10687,0.10687,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,4.66551,15.12577,12.44528,13.532,7.65617,12.54313,16.68647,12.20464,29.41178,37.52917,111.64571,26.43305,25.13664,16.3723,22.12986,243.58719,243.58719,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,4.32382,1.8814,14.83811,6.40716,13.1341,29.28631,28.14794,10.22393,10.20474,7.09808,6.91662,31.06118,6.06207,14.14586,9.83547,6.85301,6.85301,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,"[2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,15,CON_USD,Constant USD,G,Global,2.47325,,2.28479,0.02036,0.12107,0.206,0.64515,0.27441,1.16604,5.18918,2.84679,1.44942,4.43204,1.32086,4.68804,15.44387,15.44387,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,,,,,2.61887,1.89028,3.48779,6.31073,0.01859,0.15842,11.70159,5.078,0.72759,0.29502,18.29512,6.30113,6.30113,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",5,South America,4,419,Latin America and the Caribbean,Region,,,,,,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,121.48777,179.33781,362.01177,142.22959,100.60533,233.86008,164.5354,375.75054,994.59037,762.39926,512.72373,429.60072,545.88265,982.67569,629.77825,1032.67454,1032.67454,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,5.33448,65.20401,25.79926,43.53821,81.49929,3.80814,66.87916,38.92181,34.04462,49.2539,57.99672,88.53112,197.00695,41.67164,68.96079,21.25304,21.25304,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",500,Montserrat,5,29,Caribbean,Country,-62.19261223,16.73558313,MSR,0,1,"[2005, 2010, 2014, 2015, 2016, 2017]",2005,2017,6,CON_USD,Constant USD,G,Global,,,,0.00617,,,,,0.11299,,,,0.0315,0.04989,7.94515,0.56017,0.56017,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,8.68212,5.17216,8.86039,49.52082,164.91124,171.25279,16.51727,69.80934,6.77249,43.87448,70.77921,17.23476,9.74462,93.36626,66.05613,132.49734,132.49734,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,52.98812,3.8171,38.75677,13.26055,9.66223,20.70926,31.75996,23.99414,88.44202,44.70843,57.80508,84.96036,59.5868,88.46791,78.78969,85.67673,85.67673,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,2.89286,0.57654,1.81671,3.26952,0.01758,0.46493,31.51024,0.03092,0.38976,6.58149,6.30923,2.28093,61.80828,2.02937,131.64065,21.30019,21.30019,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,"[2003, 2005, 2006, 2007, 2008, 2009, 2010]",2003,2010,7,CON_USD,Constant USD,G,Global,,1.18609,,0.13245,0.10671,0.05461,0.87871,0.07821,0.12221,,,,,,,,0.12221,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",514,Developed Regions,1,,,Group,,,,,,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,13.57854,20.80874,22.93703,7.11944,20.41878,15.41067,24.61336,42.67424,48.65203,83.1673,51.62593,64.73077,24.30235,1000.17947,102.03739,180.924,180.924,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",515,Developing Regions,1,,,Group,,,,,,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,3073.82821,4354.12757,3924.42629,4902.45083,5844.19317,7206.06122,6335.0658,7780.95986,11742.65266,12626.46355,11302.78475,11302.07614,13701.67864,17694.79662,14879.19462,17358.34963,17358.34963,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,2.34024,8.2162,7.17313,6.76511,2.58922,7.76755,9.13515,1.68201,32.758,3.47243,34.74024,35.42476,3.80491,15.40751,29.23003,44.72677,44.72677,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,"[2006, 2007, 2008, 2009, 2010]",2006,2010,5,CON_USD,Constant USD,G,Global,,,,,0.04195,0.08366,0.09023,0.03608,0.10849,,,,,,,,0.10849,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",520,Nauru,4,57,Micronesia,Country,166.92313,-0.528742623,NRU,1,1,"[2003, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2003,2017,8,CON_USD,Constant USD,G,Global,,2e-05,,,,,,,,0.4341,0.2696,1.33052,0.60481,0.30541,0.10582,0.13411,0.13411,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,25.90999,13.09261,9.36924,1.90593,3.32699,7.32572,17.844,6.57991,28.55741,48.61304,10.62624,35.87626,25.58771,17.70991,32.055,18.51617,18.51617,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,C200207,15.a.1,I/III,"OECD, UNEP, World Bank",Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,2019.Q4.G.01,"['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']",DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries (millions of constant 2017 United States dollars)",54,Melanesia,3,9,Oceania,Region,,,,,,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,16,CON_USD,Constant USD,G,Global,0.65541,2.11021,1.25217,13.74155,45.50545,2.05555,17.40177,21.05989,108.78366,28.91519,45.29524,34.78657,35.05375,38.05834,62.54777,103.96248,103.96248,,,"CommitmentsBased on OECD, CRS databased, 2019 | Constant 2017 USD million | Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
