goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),232,Eritrea,5,14,Eastern Africa,Country,38.11074289,16.12894644,ERI,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,0.0,0.0,0.0,0.0,0.0,,,[2014-2015]: ITU estimate,[2014-2015]: ITU estimate // [2016]: ITU estimate. // [2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,70.0,97.0,100.0,100.0,99.0,99.0,99.0,,,,"[2012]: ITU estimate. // [2013]: Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // [2014]: Estonian Technical Regulation Authority // [2015-2017]: Estonian Technical Regulatory Authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),234,Faroe Islands,4,154,Northern Europe,Country,-7.122044325,62.21228119,FRO,0,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,93.0,98.0,100.0,100.0,,,,Post and Telecom Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,7.0,8.0,8.0,8.0,,,,Angolan Institute of Communications,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),242,Fiji,4,54,Melanesia,Country,177.9660884,-17.83301566,FJI,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,15.0,17.0,90.0,96.0,96.0,,,[2014]: ITU estimate,[2014]: ITU estimate // [2015]: Ministry of Communications // [2016-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,65.11,79.14,95.0,99.9,99.9,99.9,99.9,,,[2014]: ITU estimate,"[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // [2016]: Finnish Communications Regulatory Authority (FICORA) // [2017]: Finnish Communications Regulatory Authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,20.0,63.0,74.0,80.0,90.0,98.0,98.0,,,[2014]: ITU estimate // [2015]: >80% // [2016]: >90 // [2017]: >98% at the end of the 1st semester 2017,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015-2017]: Autorité de Régulation des Communications électroniques et des postes,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),254,French Guiana,5,5,South America,Country,-53.23619089,3.922673437,GUF,0,1,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,70.0,,70.0,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),258,French Polynesia,4,61,Polynesia,Country,-149.4052367,-17.67709294,PYF,0,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,0.0,35.0,50.0,58.0,58.0,,,,[2014]: Service des Postes et Télécommunications // [2015-2017]: Direction générale de l'économie numérique (DGEN),,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),262,Djibouti,5,14,Eastern Africa,Country,42.18274707,11.56004161,DJI,1,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,0.0,0.0,0.0,0.0,,,,[2015]: ITU estimate. // [2016]: ITU estimate. // [2017]: Ministčre de la Communication chargé des Postes et des Télécommunications,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),266,Gabon,5,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,10.0,78.0,83.0,95.0,95.0,,,[2014]: ITU estimate,[2014]: ITU estimate // [2015]: Autorité de Régulation des Communications Electroniques et des Postes // [2016-2017]: Autorité de Régulation des Communications Électroniques et des Postes,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,"[2013, 2014, 2015, 2016, 2017]",2013,2017,5,PT,Percentage,G,Global,,8.86,20.0,82.0,91.99,99.72,99.72,,,[2014]: ITU estimate,[2013]: ITU estimate. // [2014]: ITU estimate // [2015-2017]: Georgian National Communications Commission,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,0.0,0.0,7.2,7.2,,,,"[2015,2017]: ITU estimate. // [2016]: The Gambia Public Utilities Regulatory Authority",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,"[2015, 2016]",2015,2016,2,PT,Percentage,G,Global,,,,0.0,0.0,,0.0,,,,Palestinian Central Bureau of Statistics,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,53.0,67.0,92.1,95.7,96.2,96.5,96.5,,,[2014-2017]: Source: Bundesministeriums für Verkehr und digitale Infrastruktur (BMVI),[2012-2013]: ITU estimate. // [2014-2017]: Bundesnetzagentur (BNetzA) / Federal Network Agency,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,65.0,78.6,80.0,98.0,99.0,99.0,99.0,,,[2014]: ITU estimate,"[2012-2013,2016-2017]: ITU estimate. // [2014-2015]: ITU estimate",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,10.0,23.0,34.86,34.86,34.86,,,[2014]: ITU estimate,"[2014]: ITU estimate // [2015,2017]: National Communications Authority // [2016]: ITU estimate.",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),29,Caribbean,4,419,Latin America and the Caribbean,Region,,,,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,5.96,30.65,36.99,47.35,47.35,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),292,Gibraltar,4,39,Southern Europe,Country,-5.347561686,36.13895036,GIB,0,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,100.0,100.0,100.0,100.0,,,[2015-2016]: 4G / LTE,Gibraltar Regulatory Authority,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),296,Kiribati,4,57,Micronesia,Country,-157.5643005,1.768837732,KIR,1,1,"[2013, 2014, 2015, 2016, 2017]",2013,2017,5,PT,Percentage,G,Global,,10.0,20.0,0.0,20.0,45.0,45.0,,,"[2014]: ITU estimate // [2016]: LTE coverage is for main land only, Sth Tarawa","[2013,2015]: ITU estimate. // [2014]: ITU estimate // [2016-2017]: Ministry of Information, Communication, Transport & Tourism Development",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),30,Eastern Asia,3,142,Asia,Region,,,,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,50.84,85.49,95.63,96.5,96.5,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,35.13,55.0,55.0,83.0,93.0,98.0,98.0,,,,[2012-2013]: ITU estimate. // [2014-2017]: Hellenic Telecommunications & Post Commission,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),304,Greenland,4,21,Northern America,Country,-41.39371316,74.75625681,GRL,0,1,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,92.0,,92.0,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,60.0,75.0,81.85,81.85,81.85,,,[2014-2015]: ITU estimate,[2014-2015]: ITU estimate // [2016-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,6.68,14.31,49.0,39.0,41.0,42.0,42.0,,,[2015-2017]: Excluding occupied territories of Azerbaijan,"[2012-2013]: ITU estimate. // [2014]: Ministry of Communications and High Technologies (MC&HT) // [2015-2017]: Ministry of Transport, Communications and High Technologies (MTC&HT)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),312,Guadeloupe,5,29,Caribbean,Country,-61.64762115,16.14416917,GLP,0,1,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,95.0,,95.0,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),316,Guam,4,57,Micronesia,Country,144.7029305,13.35485404,GUM,0,1,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,12.1,25.94,45.0,65.0,82.79,,82.79,,,[2014-2015]: ITU estimate,"[2012-2013,2016]: ITU estimate. // [2014-2015]: ITU estimate",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,0.0,65.0,85.0,85.0,85.0,,,[2014]: ITU estimate,[2014]: ITU estimate // [2015-2017]: ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,10.0,20.7,40.35,40.35,40.35,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),324,Guinea,5,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,0.0,10.3,10.3,10.3,10.3,,,[2014]: ITU estimate,"[2014]: ITU estimate // [2015]: Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // [2016-2017]: Ministčre des Postes , des Télécommunications et de l'Economie Numérique",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,0.0,25.0,50.0,50.0,,,,"[2015,2017]: National Frequency Management Unit // [2016]: ITU estimate.",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,0.0,14.0,30.0,30.0,,,[2016]: Estimate.,[2015]: ITU estimate. // [2016-2017]: Conseil National des Télécommunications,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),34,Southern Asia,3,142,Asia,Region,,,,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,7.87,11.32,63.31,80.15,80.15,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,0.0,18.0,42.55,50.78,50.78,,,[2014]: ITU estimate // [2016-2017]: Estimated based on coverage maps from operators.,[2014-2015]: ITU estimate // [2016-2017]: Comisión Nacional de Telecomunicaciones (CONATEL),,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,I,ITU,"Proportion of population covered by a mobile network, by technology",2019.Q4.G.01,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_4GNTWK,Proportion of population covered by at least a 4G mobile network (%),344,"China, Hong Kong Special Administrative Region",4,30,Eastern Asia,Country,114.0266445,22.41749934,HKG,0,1,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,91.67,95.0,95.0,99.0,99.0,99.0,99.0,,,[2014]: ITU estimate,[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015-2017]: Office of the Communications Authority,,_X: Data nature not available
