goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	80.82	80.82				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	72.41	72.41				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	41.77	41.77				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	45.78	45.78				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	75.0	75.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	91.94	91.94				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	52.9	52.9				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2019.Q4.G.01	['water', 'natural resources']	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	74.69	74.69				Environment Live		C: Country data
