goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),1,World,1,,,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,2669737.436,2669540.344,2672669.12,2680606.811,2691215.683,2695584.416,2693766.049,2694448.28,2685686.516,2693655.388,2697899.587,2704932.551,2704932.551,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1009.99853,1020.79992,1031.1946,1032.84625,1037.25842,1035.7757,1034.75446,1027.55887,1027.03925,1030.47568,1034.22091,1028.1105,1028.1105,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,5852.14611,5983.03607,6070.29251,6225.56506,6390.09668,6462.65693,6432.53682,6512.0676,6490.37279,6412.12268,6478.61588,6513.83324,6513.83324,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1953.93672,1953.48207,1952.62132,1952.30631,1951.93206,1951.56674,1951.63687,1952.13219,1952.66363,1953.34428,1954.30371,1955.11123,1955.11123,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),11,Western Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,16589.05751,16509.92798,16357.71234,16294.43919,16436.23015,16577.04871,16708.25686,17008.04968,17264.31538,17497.0636,17579.76871,17426.99691,17426.99691,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1780.76382,1782.59765,1797.99298,1802.10468,1802.01694,1803.06354,1801.1227,1798.26424,1796.74802,1803.74056,1806.83531,1803.90194,1803.90194,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,3605.87388,3542.4997,3530.26337,3534.6508,3542.8324,3578.78394,3613.55431,3625.21965,3639.67271,3596.77918,3594.40132,3430.47244,3430.47244,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,224.91037,237.03843,249.57735,267.87531,276.46575,331.0749,383.1408,408.82088,427.94956,450.0968,416.28646,421.76511,421.76511,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1803.7431,1803.61625,1800.38803,1798.30083,1806.58421,1832.31829,1820.97651,1827.3577,1827.04427,1847.42,1844.69438,1845.24595,1845.24595,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMNR,Water body extent (permanent) (square kilometres),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,692513.7085,694235.6988,695458.961,696029.6375,696522.8467,696324.3883,695543.3279,694929.9154,691918.4453,692684.7833,693724.4266,695246.2939,695246.2939,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
