goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,1.85185,2.32558,2.32558,,,"[2018]: Out of 108 local breeds (including extinct ones), 17 are reported with some genetic material stored, and 2 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 86 local breeds (including extinct ones), 15 are reported with some genetic material stored, and 2 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),155,Western Europe,3,150,Europe,Region,,,,,,[2019],2019,2019,1,PT,Percentage,G,Global,,3.58056,3.58056,,,"Out of 1173 local breeds (including extinct ones), 68 are reported with some genetic material stored, and 42 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,0.0,0.0,,,"[2018]: Out of 46 local breeds (including extinct ones), 3 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 43 local breeds (including extinct ones), 3 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,6.38298,8.10811,8.10811,,,"[2018]: Out of 47 local breeds (including extinct ones), 7 are reported with some genetic material stored, and 3 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 37 local breeds (including extinct ones), 4 are reported with some genetic material stored, and 3 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,3.77358,3.77358,,,"[2018]: Out of 55 local breeds (including extinct ones), 1 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 53 local breeds (including extinct ones), 7 are reported with some genetic material stored, and 2 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,0.0,0.0,,,"[2018]: Out of 42 local breeds (including extinct ones), 5 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 37 local breeds (including extinct ones), 3 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,[2019],2019,2019,1,PT,Percentage,G,Global,,6.07143,6.07143,,,"Out of 280 local breeds (including extinct ones), 16 are reported with some genetic material stored, and 17 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,[2019],2019,2019,1,PT,Percentage,G,Global,,0.0,0.0,,,"Out of 26 local breeds (including extinct ones), 5 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.30769,0.31746,0.31746,,,"[2018]: Out of 325 local breeds (including extinct ones), 6 are reported with some genetic material stored, and 1 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 315 local breeds (including extinct ones), 5 are reported with some genetic material stored, and 1 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,9.23077,13.33333,13.33333,,,"[2018]: Out of 65 local breeds (including extinct ones), 14 are reported with some genetic material stored, and 6 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 45 local breeds (including extinct ones), 8 are reported with some genetic material stored, and 6 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,0.0,0.0,,,"[2018]: Out of 48 local breeds (including extinct ones), 2 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 49 local breeds (including extinct ones), 2 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,[2018]: C: Country data // [2019]: E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,[2019],2019,2019,1,PT,Percentage,G,Global,,0.0,0.0,,,"Out of 13 local breeds (including extinct ones), 4 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,6.0241,9.90991,9.90991,,,"[2018]: Out of 166 local breeds (including extinct ones), 43 are reported with some genetic material stored, and 10 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 111 local breeds (including extinct ones), 38 are reported with some genetic material stored, and 11 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,[2018]: C: Country data // [2019]: E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,3.44828,3.75,3.75,,,"[2018]: Out of 87 local breeds (including extinct ones), 4 are reported with some genetic material stored, and 3 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 80 local breeds (including extinct ones), 1 are reported with some genetic material stored, and 3 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),578,Norway,4,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,0.0,0.0,,,"[2018]: Out of 85 local breeds (including extinct ones), 21 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 64 local breeds (including extinct ones), 21 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",C020501,2.5.1,I,FAO,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,2019.Q4.G.01,"['sustainable agriculture', 'genetic resources']",ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%),64,Bhutan,4,34,Southern Asia,Country,90.45098484,27.39598568,BTN,1,1,"[2018, 2019]",2018,2019,2,PT,Percentage,G,Global,0.0,0.0,0.0,,,"[2018]: Out of 29 local breeds (including extinct ones), 4 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted // [2019]: Out of 25 local breeds (including extinct ones), 4 are reported with some genetic material stored, and 0 are reported with sufficient material stored to allow them to be reconstituted",DAD-IS 2019 http://www.fao.org/dad-is/,,E: Estimated data
