series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	100	Bulgaria	2017.0	45.8294278515625					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	104	Myanmar	2017.0	326.65561875					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	108	Burundi	2017.0	16.38018625					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	11	Western Africa	2017.0	160.930871796875					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	202	Sub-Saharan Africa	Region					
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	116	Cambodia	2017.0	14.98894453125					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	12	Algeria	2017.0	102.7453805664063					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	120	Cameroon	2017.0	85.2395026757812					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	124	Canada	2017.0	1532.8383120898438					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	13	Central America	2017.0	1134.6582502929687					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	419	Latin America and the Caribbean	Region					
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	132	Cabo Verde	2017.0	0.7686336328125					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	14	Eastern Africa	2017.0	1516.223610810547					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	202	Sub-Saharan Africa	Region					
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	140	Central African Republic	2017.0	6.9390468164063					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	143	Central Asia	2017.0	87.5610648046875					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				3	142	Asia	Region					
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	144	Sri Lanka	2017.0	8.2697625					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	145	Western Asia	2017.0	742.8950435742188					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	KM2	Square kilometers	G	Global				3	142	Asia	Region					
