series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	1	World	2000.0	127.72533					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				1			Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	1	World	2005.0	127.18985					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				1			Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	1	World	2010.0	126.91864					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				1			Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	1	World	2015.0	127.34836					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				1			Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	100	Bulgaria	2000.0	79.7					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	100	Bulgaria	2005.0	82.99					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	100	Bulgaria	2010.0	88.04					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	100	Bulgaria	2015.0	92.86					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	104	Myanmar	2000.0	92.26					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	104	Myanmar	2005.0	92.25					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	104	Myanmar	2010.0	92.25					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	104	Myanmar	2015.0	94.72					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	108	Burundi	2000.0	159.9					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	108	Burundi	2005.0	166.57					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	108	Burundi	2010.0	167.0					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	108	Burundi	2015.0	166.78					FAO, Global Forest Resources Assessment	Official country data submitted to FAO	C	Country data	T_PER_HA	Tonnes per hectare	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	11	Western Africa	2000.0	126.31068					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				4	202	Sub-Saharan Africa	Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	11	Western Africa	2005.0	123.81784					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				4	202	Sub-Saharan Africa	Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	11	Western Africa	2010.0	122.39333					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				4	202	Sub-Saharan Africa	Region					
AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	11	Western Africa	2015.0	120.0393					FAO, Global Forest Resources Assessment	Aggregate. Only countries with data for all years included;Data nature not available	_X	Data nature not available	T_PER_HA	Tonnes per hectare	G	Global				4	202	Sub-Saharan Africa	Region					
