series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	typeOfProduct_code	typeOfProduct_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	0.0					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2016				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	-0.7					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	-0.5					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	-0.5					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	-1.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_118	Millet	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	0.4					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_112	Maize	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_111	Wheat	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	1.3					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_111	Wheat	G	Global	2017				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	1.8					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_118	Millet	G	Global	2017				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	3.2					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	E	Estimated data	IX	Index	CPC2_1_112	Maize	G	Global	2017				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	0.3					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	0.4					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	-0.4					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	-0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2016				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	-0.2					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_118	Millet	G	Global	2016				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	0.0					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_114	Sorghum	G	Global	2016				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	0.7					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2016				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	0.0					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2017				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2017				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	-0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_118	Millet	G	Global	2017				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	0.0					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_114	Sorghum	G	Global	2017				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	-0.2					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2016				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	-0.9					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2016				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	0.4					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2016				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	0.2					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	0.0					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	-0.4					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	0.1					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_111	Wheat	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	-0.7					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_113	Rice	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	-0.5					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	-0.3					Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)	Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	G	Global monitoring data	IX	Index	CPC2_1_112	Maize	G	Global	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
