series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_MTN_GRNCVI	Mountain Green Cover Index	100	Bulgaria	2017.0	97.824182					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	104	Myanmar	2017.0	98.519096					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	108	Burundi	2017.0	87.671233					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	11	Western Africa	2017.0	83.252902					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	202	Sub-Saharan Africa	Region					
ER_MTN_GRNCVI	Mountain Green Cover Index	112	Belarus	2017.0						Food and Agriculture Organisation of United Nations ( FAO)	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	E	Estimated data	IX	Index	G	Global	N			4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	116	Cambodia	2017.0	100.0					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	12	Algeria	2017.0	44.04493					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	120	Cameroon	2017.0	90.505545					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	124	Canada	2017.0	77.806798					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	13	Central America	2017.0	96.172883					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	419	Latin America and the Caribbean	Region					
ER_MTN_GRNCVI	Mountain Green Cover Index	132	Cabo Verde	2017.0	75.0					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	136	Cayman Islands	2017.0						Food and Agriculture Organisation of United Nations ( FAO)	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	E	Estimated data	IX	Index	G	Global	N			5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
ER_MTN_GRNCVI	Mountain Green Cover Index	14	Eastern Africa	2017.0	91.893849					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	202	Sub-Saharan Africa	Region					
ER_MTN_GRNCVI	Mountain Green Cover Index	140	Central African Republic	2017.0	100.0					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	143	Central Asia	2017.0	31.219412					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				3	142	Asia	Region					
ER_MTN_GRNCVI	Mountain Green Cover Index	144	Sri Lanka	2017.0	94.117647					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	145	Western Asia	2017.0	67.640522					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				3	142	Asia	Region					
ER_MTN_GRNCVI	Mountain Green Cover Index	148	Chad	2017.0	14.784899					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
ER_MTN_GRNCVI	Mountain Green Cover Index	15	Northern Africa	2017.0	46.511051					Food and Agriculture Organisation of United Nations ( FAO)		E	Estimated data	IX	Index	G	Global				3	2	Africa	Region					
