series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_LND_FRST	Forest area as a proportion of total land area (%)	1	World	2000.0	31.10528					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global				1			Region					
AG_LND_FRST	Forest area as a proportion of total land area (%)	1	World	2005.0	30.9248					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global				1			Region					
AG_LND_FRST	Forest area as a proportion of total land area (%)	1	World	2010.0	30.78939					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global				1			Region					
AG_LND_FRST	Forest area as a proportion of total land area (%)	1	World	2015.0	30.65805					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global				1			Region					
AG_LND_FRST	Forest area as a proportion of total land area (%)	100	Bulgaria	2000.0	31.0888					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	100	Bulgaria	2005.0	33.63117					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	100	Bulgaria	2010.0	34.42336					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	100	Bulgaria	2015.0	35.21555					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	104	Myanmar	2000.0	53.39009					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	104	Myanmar	2005.0	51.02131					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	104	Myanmar	2010.0	48.65101					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_FRST	Forest area as a proportion of total land area (%)	104	Myanmar	2015.0	44.46775					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
