series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	124	Canada	0.51005					Country submission for Ocean Science data and UIS for R/D	DFO - only data for the Fisheries and Oceans Canada 	CA	Country adjusted data	PT	Percentage	G	Global	2009				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	124	Canada	0.54435					Country submission for Ocean Science data and UIS for R/D	DFO - only data for the Fisheries and Oceans Canada 	CA	Country adjusted data	PT	Percentage	G	Global	2010				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	124	Canada	0.59963					Country submission for Ocean Science data and UIS for R/D	DFO - only data for the Fisheries and Oceans Canada 	CA	Country adjusted data	PT	Percentage	G	Global	2011				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	124	Canada	0.5397					Country submission for Ocean Science data and UIS for R/D	DFO - only data for the Fisheries and Oceans Canada 	CA	Country adjusted data	PT	Percentage	G	Global	2012				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	124	Canada	0.52599					Country submission for Ocean Science data and UIS for R/D	DFO - only data for the Fisheries and Oceans Canada 	CA	Country adjusted data	PT	Percentage	G	Global	2013				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	152	Chile	0.358					Country submission for Ocean Science data and UIS for R/D		CA	Country adjusted data	PT	Percentage	G	Global	2009				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	152	Chile	0.11475					Country submission for Ocean Science data and UIS for R/D		CA	Country adjusted data	PT	Percentage	G	Global	2010				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	152	Chile	0.14537					Country submission for Ocean Science data and UIS for R/D		CA	Country adjusted data	PT	Percentage	G	Global	2011				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	152	Chile	0.19895					Country submission for Ocean Science data and UIS for R/D		CA	Country adjusted data	PT	Percentage	G	Global	2012				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	170	Colombia	0.39738					Country submission for Ocean Science data and UIS for R/D		CA	Country adjusted data	PT	Percentage	G	Global	2009				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
