series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	51.57					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	56.34					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	61.32					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	81.16					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	78.84					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	76.76					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	84.9					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	88.85					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	81.49					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	81.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	73.67					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	65.29					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	77.21					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	70.66					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	73.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	77.81					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	74.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	70.47					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	73.42					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	69.84					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	77.01					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	79.72					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	84.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	88.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	95.53					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	94.15					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	94.81					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	95.37					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.05					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.93					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	95.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.33					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	96.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	97.36					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	51.49					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	50.57					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	57.14					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	63.67					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	64.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	58.49					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	52.28					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	53.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	65.34					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	59.59					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	76.04					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	69.7					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	63.22					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	78.35					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	71.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	65.14					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	54.58					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	66.04					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	77.24					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	63.05					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	53.43					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	43.44					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	83.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	70.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	56.73					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	83.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	83.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	83.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	91.52					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	89.84					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	88.27					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	88.71					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	91.37					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	90.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	91.52					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	90.42					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	92.69					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	54.59					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	59.84					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	47.19					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	64.83					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	81.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	96.39					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	97.18					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	95.59					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	80.9					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	80.28					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	81.55					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	83.6					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	82.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	85.29					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	87.03					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	89.7					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	88.31					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	86.02					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	85.39					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	84.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	87.14					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	86.81					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	86.5					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	404	Kenya	44.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	404	Kenya	43.71					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	404	Kenya	45.97					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	404	Kenya	44.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	81.58					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	84.67					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	87.72					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	96.94					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	95.74					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	94.53					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	410	Republic of Korea	92.41					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1
