series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	108	Burundi	1487304.85					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	233	Estonia	12160.59439					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	242	Fiji	320241.3					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	246	Finland	808585.4265					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	392	Japan	64605.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	40	Austria	19502.4					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	428	Latvia	950.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	458	Malaysia	69651.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	584	Marshall Islands	118861.93					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	642	Romania	475.348					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	710	South Africa	2095.977					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	729	Sudan	952000000.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	756	Switzerland	232240.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	807	North Macedonia	5000.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1
EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	894	Zambia	193120.0					Environment Live		C	Country data	M_M3_PER_YR	Million of cubic metres per annum	G	Global	2017				5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1
