series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	1	World	2015.0	20.0					United Nations Convention to Combat Desertification (UNCCD)	Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.	_X	Data nature not available	PT	Percentage	G	Global				1			Region					
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	104	Myanmar	2015.0	23.0					Ministry of Environmental Conservation and Forestry		C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	108	Burundi	2015.0	29.0					MinistĂ¨re de l'Eau, de l'Environnement, de l'AmĂŠnagement du Territoire et de l'Urbanisme		C	Country data	PT	Percentage	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	11	Western Africa	2015.0	12.0					United Nations Convention to Combat Desertification (UNCCD)	Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.	_X	Data nature not available	PT	Percentage	G	Global				4	202	Sub-Saharan Africa	Region					
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	112	Belarus	2015.0	1.0					Ministry of Natural Resources and Environmental Protection		C	Country data	PT	Percentage	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	116	Cambodia	2015.0	33.0					Ministry of Agriculture, Forestry and Fisheries		C	Country data	PT	Percentage	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	12	Algeria	2015.0	1.0					Direction GĂŠnĂŠrale des ForĂŞts		C	Country data	PT	Percentage	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	120	Cameroon	2015.0	0.0					MinistĂ¨re de l'Environnement, de la Protection de la Nature et du DĂŠveloppement		C	Country data	PT	Percentage	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	127	Southern Asia (excluding India)	2015.0	24.0					United Nations Convention to Combat Desertification (UNCCD)	Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.	_X	Data nature not available	PT	Percentage	G	Global				1			Group					
AG_LND_DGRD	Proportion of land that is degraded over total land area (%)	13	Central America	2015.0	41.0					United Nations Convention to Combat Desertification (UNCCD)	Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.	_X	Data nature not available	PT	Percentage	G	Global				4	419	Latin America and the Caribbean	Region					
