series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2010.0	0.23					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2011.0	6.83					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2012.0	0.16					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2013.0	0.35					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2014.0	0.99					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2015.0	1.4					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2016.0	12.21					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	100	Bulgaria	2017.0	9.88					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2000.0	5786.24					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2001.0	1089.34					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2002.0	1264.5					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2003.0	3700.25					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2004.0	4738.76					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2005.0	11476.45					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2006.0	11983.59					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2007.0	14878.51					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2008.0	21150.21					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2009.0	5142.77					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2010.0	19400.94					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2011.0	10155.88					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2012.0	13399.98207					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	124	Canada	2013.0	7039.0049					The Organisation for Economic Co-operation and Development (OECD).	Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	C	Country data	USD	USD	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
