series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	100	Bulgaria	2016.0	0.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	104	Myanmar	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	108	Burundi	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	112	Belarus	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	116	Cambodia	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	12	Algeria	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	120	Cameroon	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	124	Canada	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	132	Cabo Verde	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	140	Central African Republic	2016.0	1.0					Data gathered from the latest version of NBSAP	Reference to Target 9 was a requirement	N	Non-relevant	BOOL	Boolean or binary measure	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
