series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2014.0	70.57					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2014.0	68.03					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2014.0	69.32					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2015.0	71.47					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2015.0	72.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2015.0	70.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2016.0	70.98					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2016.0	72.06					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2016.0	73.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2017.0	71.81					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2017.0	73.15					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	2017.0	74.46					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2015.0	85.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2015.0	86.23					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2015.0	86.02					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2016.0	87.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2016.0	87.33					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	2016.0	87.21					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	2014.0	24.13					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	2015.0	31.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	2016.0	37.97					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2014.0	95.13					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2014.0	96.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2014.0	98.31					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2015.0	99.33					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2015.0	96.53					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2015.0	97.88					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2016.0	92.94					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2016.0	96.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2016.0	94.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2017.0	99.4					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2017.0	100.19					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	2017.0	98.67					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2014.0	96.3					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2014.0	96.83					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2014.0	97.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2015.0	97.18					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2015.0	96.86					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	2015.0	97.01					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	2016.0	82.47					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	2016.0	83.16					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	2016.0	82.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2015.0	91.9					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2016.0	83.95					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2016.0	83.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2016.0	83.93					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2017.0	69.06					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2017.0	69.63					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	2017.0	69.34					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2014.0	52.99					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2014.0	54.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2014.0	53.94					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2015.0	54.41					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2015.0	56.5					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2015.0	55.43					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2016.0	56.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2016.0	56.95					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2016.0	55.31					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2017.0	59.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2017.0	58.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	2017.0	57.96					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2014.0	79.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2014.0	77.98					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2014.0	80.43					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2015.0	81.01					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2015.0	78.45					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	2015.0	79.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	231	Ethiopia	2015.0	50.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	231	Ethiopia	2016.0	58.29					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	2014.0	78.64					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	2014.0	79.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	2014.0	77.61					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2014.0	98.66					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2014.0	98.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2014.0	98.37					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2015.0	98.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2015.0	99.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2015.0	97.7					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2016.0	98.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2016.0	98.45					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2016.0	98.78					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2017.0	95.24					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	2017.0	98.86					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
