series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	99.71787	99.80738		99.80738				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	99.75232	99.80983		99.80983				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	19.25515			19.25515				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	29.03094			29.03094				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_1	Primary	[2017]	2017	2017	1	PT	Percentage	G	Global																		9.46602		9.46602				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	74.55396	75.36337		75.36337				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	73.39954	74.12306		74.12306				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	76.99272	76.89362		76.89362				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_1	Primary	[2010, 2018]	2010	2018	2	PT	Percentage	G	Global											76.92308								100.0	100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_2	Lower secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0	100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_3	Upper secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0	100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	75.3545	75.74457		75.74457				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	75.89905	76.30324		76.30324				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	ISCED11_3	Upper secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		18.88785		18.88785				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	3	142	Asia	Region						ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																82.4602	83.43699	84.82674		84.82674				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	3	142	Asia	Region						ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																78.61584	79.34946	80.96077		80.96077				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																65.00361	65.18112	66.4747		66.4747				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_1	Primary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																62.01427	62.13409	63.74456		63.74456				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																70.04281	69.53029	70.87473		70.87473				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2	1	World	Region						ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																97.64818	97.66421	97.85322		97.85322				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2	1	World	Region						ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																96.75415	96.99132	97.16416		97.16416				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	95.96748	97.02587		97.02587				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	85.60399	92.51603		92.51603				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	97.3285	98.39019		98.39019				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	76.1041	67.51398		67.51398				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	44.08196	39.3848		39.3848				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	82.53848	72.8639		72.8639				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_2	Lower secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		9.85401		9.85401				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_1	Primary	[2017]	2017	2017	1	PT	Percentage	G	Global																		8.0292		8.0292				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_3	Upper secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		12.7451		12.7451				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_2	Lower secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0				0.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_3	Upper secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0				0.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_1	Primary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0				0.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	21.64627			21.64627				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	50.90562			50.90562				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	50.70423			50.70423				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																46.77463	46.79964	46.48478		46.48478				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_1	Primary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																15.91699	15.73773	16.38551		16.38551				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																43.59512	43.58095	43.39725		43.39725				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_3	Upper secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region						ISCED11_3	Upper secondary	[2015, 2016]	2015	2016	2	PT	Percentage	G	Global																24.86198	25.02586			25.02586				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region						ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	27.84743			27.84743				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_1	Primary	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_3	Upper secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																100.0				100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	21	Northern America	3	19	Americas	Region						ISCED11_3	Upper secondary	[2014, 2015, 2016]	2014	2016	3	PT	Percentage	G	Global															99.80498	99.80476	99.80569			99.80569				UIS		[2014,2016]: E: Estimated data // [2015]: C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	21	Northern America	3	19	Americas	Region						ISCED11_1	Primary	[2014, 2015, 2016]	2014	2016	3	PT	Percentage	G	Global															99.5805	99.58018	99.58163			99.58163				UIS		[2014,2016]: E: Estimated data // [2015]: C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	21	Northern America	3	19	Americas	Region						ISCED11_2	Lower secondary	[2014, 2015, 2016]	2014	2016	3	PT	Percentage	G	Global															99.76885	99.76963	99.76997			99.76997				UIS		[2014,2016]: E: Estimated data // [2015]: C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	93.33333			93.33333				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	93.33333			93.33333				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	23.16263			23.16263				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_1	Primary	[2009, 2016]	2009	2016	2	PT	Percentage	G	Global										15.26377							37.19973			37.19973				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_2	Lower secondary	[2009, 2016]	2009	2016	2	PT	Percentage	G	Global										41.23162							65.14303			65.14303				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_3	Upper secondary	[2009, 2016]	2009	2016	2	PT	Percentage	G	Global										52.38667							76.41284			76.41284				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	27.38185	36.03079		36.03079				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11_2	Lower secondary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	43.35579	38.8821		38.8821				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11_3	Upper secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		44.13191		44.13191				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region						ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	86.67153	86.74115	86.79921	86.86182	86.93277	87.01089	87.06385	87.04314	87.06964	87.05271	87.05918	87.08709	87.18672	87.3074	87.42548	87.55999	87.6778	88.22862		88.22862				UIS		[2000-2015,2017]: E: Estimated data // [2016]: C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region						ISCED11_2	Lower secondary	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global					86.11504	86.21039	86.26626	86.32529	86.40704	86.46473	86.51045	86.56573	86.62142	86.67548	86.7308	86.77627	86.81063	87.02341		87.02341				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region						ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																89.48294	89.5417	89.55956		89.55956				UIS		E: Estimated data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	25.64972			25.64972				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	2.70028			2.70028				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	13.22609			13.22609				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
