series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
ER_MTN_GRNCVI	Mountain Green Cover Index	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2017]	2017	2017	1	IX	Index	G	Global	91.893849	91.893849				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	143	Central Asia	3	142	Asia	Region						[2017]	2017	2017	1	IX	Index	G	Global	31.219412	31.219412				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2017]	2017	2017	1	IX	Index	G	Global	94.117647	94.117647				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	145	Western Asia	3	142	Asia	Region						[2017]	2017	2017	1	IX	Index	G	Global	67.640522	67.640522				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2017]	2017	2017	1	IX	Index	G	Global	14.784899	14.784899				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	15	Northern Africa	3	2	Africa	Region						[2017]	2017	2017	1	IX	Index	G	Global	46.511051	46.511051				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	151	Eastern Europe	3	150	Europe	Region						[2017]	2017	2017	1	IX	Index	G	Global	83.846429	83.846429				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2017]	2017	2017	1	IX	Index	G	Global	46.501976	46.501976				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	154	Northern Europe	3	150	Europe	Region						[2017]	2017	2017	1	IX	Index	G	Global	53.592527	53.592527				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	155	Western Europe	3	150	Europe	Region						[2017]	2017	2017	1	IX	Index	G	Global	85.307799	85.307799				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	60.38651	60.38651				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2017]	2017	2017	1	IX	Index	G	Global	84.034307	84.034307				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2017]	2017	2017	1	IX	Index	G	Global	92.553191	92.553191				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2017]	2017	2017	1	IX	Index	G	Global	91.380636	91.380636				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2017]	2017	2017	1	IX	Index	G	Global	93.384567	93.384567				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.73913	96.73913				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2017]	2017	2017	1	IX	Index	G	Global	94.520548	94.520548				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2017]	2017	2017	1	IX	Index	G	Global	90.47619	90.47619				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	199	Least Developed Countries (LDC)	1			Group						[2017]	2017	2017	1	IX	Index	G	Global	82.392854	82.392854				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	202	Sub-Saharan Africa	3	2	Africa	Region						[2017]	2017	2017	1	IX	Index	G	Global	89.526629	89.526629				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2017]	2017	2017	1	IX	Index	G	Global	95.192558	95.192558				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	Mainland;Non-relevant	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	21	Northern America	3	19	Americas	Region						[2017]	2017	2017	1	IX	Index	G	Global	69.868307	69.868307				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.923077	96.923077				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2017]	2017	2017	1	IX	Index	G	Global	95.280017	95.280017				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2017]	2017	2017	1	IX	Index	G	Global	88.888889	88.888889				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2017]	2017	2017	1	IX	Index	G	Global	93.182159	93.182159				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	[2017]	2017	2017	1	IX	Index	G	Global	54.77293	54.77293				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	234	Faroe Islands	4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	238	Falkland Islands (Malvinas)	5	5	South America	Country	-58.75246778	-51.74562601	FLK	0	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	239	South Georgia and the South Sandwich Islands	5	5	South America	Country	-36.90662765	-54.20736749	SGS	0	1	[2017]	2017	2017	1	IX	Index	G	Global	0.0	0.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2017]	2017	2017	1	IX	Index	G	Global	94.499118	94.499118				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	71.225016	71.225016				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	248	Åland Islands	4	154	Northern Europe	Country	19.80945969	60.1544901	ALA	0	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2017]	2017	2017	1	IX	Index	G	Global	88.65905	88.65905				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	[2017]	2017	2017	1	IX	Index	G	Global	30.930463	30.930463				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.09375	96.09375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2017]	2017	2017	1	IX	Index	G	Global	94.07364	94.07364				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	[2017]	2017	2017	1	IX	Index	G	Global	80.952381	80.952381			West Bank	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.584317	96.584317				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	29	Caribbean	4	419	Latin America and the Caribbean	Region						[2017]	2017	2017	1	IX	Index	G	Global	96.31494	96.31494				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	30	Eastern Asia	3	142	Asia	Region						[2017]	2017	2017	1	IX	Index	G	Global	62.67886	62.67886				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2017]	2017	2017	1	IX	Index	G	Global	93.149304	93.149304				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	[2017]	2017	2017	1	IX	Index	G	Global	12.729124	12.729124				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.89062	96.89062				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[2017]	2017	2017	1	IX	Index	G	Global	63.570468	63.570468				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.428571	96.428571				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	91.694431	91.694431				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	[2017]	2017	2017	1	IX	Index	G	Global	99.056604	99.056604				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	336	Holy See	4	39	Southern Europe	Country	12.45315803	41.90343751	VAT	0	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	34	Southern Asia	3	142	Asia	Region						[2017]	2017	2017	1	IX	Index	G	Global	68.925218	68.925218				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[2017]	2017	2017	1	IX	Index	G	Global	98.688525	98.688525				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	[2017]	2017	2017	1	IX	Index	G	Global	100.0	100.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	93.75	93.75				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	35	South-Eastern Asia	3	142	Asia	Region						[2017]	2017	2017	1	IX	Index	G	Global	98.2276	98.2276				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2017]	2017	2017	1	IX	Index	G	Global	30.674847	30.674847				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	97.454588	97.454588				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	64.140561	64.140561				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	[2017]	2017	2017	1	IX	Index	G	Global	82.701698	82.701698				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2017]	2017	2017	1	IX	Index	G	Global	70.0	70.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	[2017]	2017	2017	1	IX	Index	G	Global	88.467097	88.467097				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	[2017]	2017	2017	1	IX	Index	G	Global	97.823048	97.823048				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	[2017]	2017	2017	1	IX	Index	G	Global	85.576664	85.576664				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	39	Southern Europe	3	150	Europe	Region						[2017]	2017	2017	1	IX	Index	G	Global	93.231642	93.231642				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	97.121212	97.121212				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	[2017]	2017	2017	1	IX	Index	G	Global	74.601749	74.601749				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	[2017]	2017	2017	1	IX	Index	G	Global	56.002422	56.002422				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2017]	2017	2017	1	IX	Index	G	Global	83.817427	83.817427				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	[2017]	2017	2017	1	IX	Index	G	Global	33.391675	33.391675				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	[2017]	2017	2017	1	IX	Index	G	Global	92.625435	92.625435				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	408	Democratic People's Republic of Korea	4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1	[2017]	2017	2017	1	IX	Index	G	Global	97.5	97.5				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2017]	2017	2017	1	IX	Index	G	Global	96.268657	96.268657				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCVI	Mountain Green Cover Index	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	[2017]	2017	2017	1	IX	Index	G	Global				N	N = The figure is not available because the indicatorâas defined for the global monitoringâdoes not apply to the circumstances of the country, and therefore is not reported.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
