series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.40688	0.38036	0.43762	0.45724	0.46861	0.47863	0.51619	0.52331	0.50288	0.46848	0.45895	0.49901	0.49154	0.41913	0.43713	0.39075	0.41918	0.41918			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	154	Northern Europe	3	150	Europe	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	1.05536	0.86611	0.844	0.79948	1.05889	1.01352	0.91439	0.94032	0.87436	0.67478	0.70763	0.67693	0.63984	0.60682	0.61063	0.59647	0.57554	0.57554			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	155	Western Europe	3	150	Europe	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.57185	0.56973	0.56651	0.63772	0.64346	0.68346	0.5955	0.60426	0.68609	0.60687	0.62026	0.6252	0.63207	0.60629	0.69684	0.6731	0.68141	0.68141			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	IX	Index	G	Global							0.25883	0.21911	0.20704	0.24721	0.25993	0.27632	0.26891	0.25593	0.31679	0.32041	0.2887	0.2887			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.15033	0.08861	0.10404	0.1993	0.32705	0.31297	0.56331	0.4194	0.14663	0.13768	0.19026	0.22273	0.17518	0.15614	0.12236	0.13251	0.19328	0.19328			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2004	2012	9	IX	Index	G	Global				0.15843	0.24813	0.19824	0.26822	0.45295	0.25935	0.60916	0.90652	0.57897						0.57897			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.59363	0.49916	0.68501	0.62077	0.88957	0.83494	0.90911	0.77699	0.70138	0.80146	0.77051	0.79951	0.80877	0.79147	0.76382	0.77247	0.65303	0.65303			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	IX	Index	G	Global										0.08282	0.11941	0.30137	0.20653	0.37204	0.20207	0.35082	0.54855	0.54855			Budgetary Central Government	Official country publications. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2005	2013	9	IX	Index	G	Global					0.44482	0.57494	0.62894	0.8428	0.644	0.51633	0.51045	0.70267	0.40096					0.40096			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.29974	0.25107	0.36345	0.2643	0.3715	0.46761	0.65038	0.85545	0.88634	1.56986	1.70633	1.74164	0.78737	0.3724	0.3908	0.33938	0.28686	0.28686			Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2002	2017	16	IX	Index	G	Global		0.52059	0.73193	0.54931	0.64502	0.72101	0.92137	0.90811	0.90284	1.07769	1.08261	0.96024	0.82322	0.98651	1.49645	1.38373	1.50319	1.50319			Budgetary Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	1.59228	1.35114	1.45996	1.61338	1.40127	1.4864	1.50354	1.51284	1.12373	1.17794	1.00935	1.05228	1.1372	1.0057	1.14428	1.34324	1.0105	1.0105			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	199	Least Developed Countries (LDC)	1			Group						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.16379	0.1718	0.14263	0.18137	0.24252	0.23434	0.25513	0.25555	0.24	0.15016	0.24449	0.20624	0.22145	0.19956	0.22732	0.23962	0.22658	0.22658			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	202	Sub-Saharan Africa	3	2	Africa	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.22848	0.22748	0.1521	0.19322	0.24868	0.23646	0.26188	0.22789	0.18336	0.17425	0.19158	0.1724	0.15684	0.20434	0.19299	0.20645	0.22819	0.22819			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.84647	1.00631	1.1237	1.22939	1.57522	1.68306	1.89075	1.81613	2.36766	2.29401	1.53358	1.40801	1.2306	1.38074	1.29939	1.66408	1.67686	1.67686			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2010]	2010	2010	1	IX	Index	G	Global										0.07092								0.07092			Budgetary Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.12609	0.26606	0.29335	0.21996	0.32594	0.33522	0.25749	0.45458	0.54149	0.27145	0.38082	0.28352	0.30342	0.29734	0.37931	0.38013	0.28456	0.28456			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	21	Northern America	3	19	Americas	Region						[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2009	2017	8	IX	Index	G	Global									1.05063	1.09927	0.90804	0.89689		0.81436	0.59171	0.72976	0.6198	0.6198			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2002, 2003, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2002	2017	9	IX	Index	G	Global		0.67828	0.8545								0.37257	0.37106	0.41803	0.35585	0.29624	0.31158	0.28425	0.28425			Budgetary Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015]	2001	2015	14	IX	Index	G	Global	0.04734	0.07062	0.07019	0.07703	0.07583	0.07254	0.07929	0.07356	0.17239	0.18419	0.09871	0.12861	0.14606		0.26901			0.26901			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.34643	0.26377	0.15925	0.29207	0.15996	0.12999	0.16735	0.16426	0.28496	0.21427	0.13603	0.186	0.22147	0.24864	0.21267	0.12788	0.18815	0.18815			Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	[2007, 2008, 2009]	2007	2009	3	IX	Index	G	Global							1.2715	0.88447	0.75737									0.75737			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	13	IX	Index	G	Global	0.09158	0.18664	0.13119	0.12616	0.37996	0.46903	0.41901					0.34724	0.16108	0.18675	0.19927	0.25137	0.25894	0.25894			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.56698	0.69424	0.74343	0.69481	0.61951	0.83371	0.87068	0.98407	0.85675	0.6589	0.58919	0.61276	0.72422	0.51903	0.52652	0.67506	0.64162	0.64162			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.15033	0.08861	0.10404	0.21161	0.34252	0.32481	0.54255	0.44016	0.13405	0.17532	0.20906	0.16415	0.19365	0.10603	0.08507	0.07278	0.06099	0.06099			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	IX	Index	G	Global					0.26251	0.24038	0.26816	0.26816	0.27793	0.30356	0.28319	0.28831	0.48628	0.42388	0.53087	0.35088	0.39341	0.39341			Budgetary Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	2.08642	2.09381	2.18542	2.22777	2.4222	2.65808	2.15067	2.19447	2.0639	1.90553	1.93822	1.77566	1.49799	1.56923	1.60827	1.46438	1.50317	1.50317			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.27365	0.29426	0.25997	0.41725	0.44391	0.48242	0.40854	0.39122	0.45625	0.40173	0.33588	0.36434	0.36002	0.37165	0.45476	0.41663	0.5187	0.5187			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	IX	Index	G	Global			0.05504	0.18031	0.13386	0.17042	0.25229	0.14159	0.13812	0.06124	0.14975	0.39489	0.29436	0.33325	0.28804	0.31677	0.28537	0.28537			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017]	2005	2017	10	IX	Index	G	Global					0.14807	0.12336	0.1252	0.12604	0.1019	0.13582	0.12623				0.32196	0.32482	0.27631	0.27631			Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	[2014, 2015, 2016, 2017]	2014	2017	4	IX	Index	G	Global														0.59875	0.45004	0.82785	0.53582	0.53582			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	[2001, 2002]	2001	2002	2	IX	Index	G	Global	0.03328	0.03772																0.03772			Budgetary Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	29	Caribbean	4	419	Latin America and the Caribbean	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	0.61171	0.54394	0.70138	0.80618	1.02056	0.82321	1.11107	0.92457	0.79013	0.74277	0.43699	0.48244	0.42905	0.38657	0.34881	0.33934	0.31489	0.31489			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
AG_PRD_ORTIND	Agriculture orientation index for government expenditures	30	Eastern Asia	3	142	Asia	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	IX	Index	G	Global	1.52586	1.52817	1.56098	1.39491	1.58299	1.89281	0.45877	0.39367	0.35057	0.39414	0.41859	0.38891	0.37411	0.35135	0.40756	0.41398	0.25509	0.25509			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
