series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	66.66667	66.66667	66.66667	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			[2000-2002]: Out of 20 local breeds, 85% are of unknown status // [2003]: Out of 20 local breeds, 95% are of unknown status // [2004]: Out of 23 local breeds, 96% are of unknown status // [2005-2007]: Out of 23 local breeds, 87% are of unknown status // [2008]: Out of 24 local breeds, 83% are of unknown status // [2009-2019]: Out of 126 local breeds, 96% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003-2011]: C: Country data // [2002,2012-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	20.0	22.22222	15.38462	15.38462	15.38462	14.28571	13.33333	13.33333	10.0	8.33333	10.0	11.76471	10.25641	13.95349	14.89362	13.46154	14.81481	14.81481	14.81481	14.81481	14.81481			[2000]: Out of 43 local breeds, 77% are of unknown status // [2001]: Out of 43 local breeds, 79% are of unknown status // [2002-2004]: Out of 57 local breeds, 77% are of unknown status // [2005]: Out of 58 local breeds, 76% are of unknown status // [2006]: Out of 59 local breeds, 75% are of unknown status // [2007]: Out of 60 local breeds, 75% are of unknown status // [2008]: Out of 62 local breeds, 84% are of unknown status // [2009]: Out of 122 local breeds, 90% are of unknown status // [2010]: Out of 128 local breeds, 84% are of unknown status // [2011]: Out of 140 local breeds, 76% are of unknown status // [2012]: Out of 145 local breeds, 73% are of unknown status // [2013]: Out of 148 local breeds, 71% are of unknown status // [2014]: Out of 151 local breeds, 69% are of unknown status // [2015]: Out of 156 local breeds, 67% are of unknown status // [2016-2019]: Out of 158 local breeds, 66% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003-2004,2017-2019]: E: Estimated data // [2002,2005-2016]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	70.0	70.0	70.0	80.0	81.81818	88.88889	88.88889	100.0	100.0	100.0	100.0	93.33333	81.25	81.25	81.25	81.25	81.25	82.35294	82.35294	82.35294	82.35294			[2000-2002]: Out of 13 local breeds, 23% are of unknown status // [2003]: Out of 14 local breeds, 29% are of unknown status // [2004]: Out of 15 local breeds, 27% are of unknown status // [2005-2006]: Out of 15 local breeds, 40% are of unknown status // [2007]: Out of 16 local breeds, 44% are of unknown status // [2008]: Out of 17 local breeds, 47% are of unknown status // [2009-2010]: Out of 34 local breeds, 74% are of unknown status // [2011]: Out of 38 local breeds, 61% are of unknown status // [2012-2016]: Out of 38 local breeds, 58% are of unknown status // [2017-2019]: Out of 38 local breeds, 55% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2009,2011-2012,2014-2017]: C: Country data // [2010,2013,2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	82.10526	85.3211	84.21053	85.34483	85.34483	85.0	84.29752	86.06557	83.96947	83.72093	79.03226	81.20301	83.66013	84.39306	85.71429	85.71429	85.71429	85.71429	85.71429	85.71429	85.71429			[2000]: Out of 137 local breeds, 31% are of unknown status // [2001]: Out of 154 local breeds, 29% are of unknown status // [2002]: Out of 165 local breeds, 31% are of unknown status // [2003-2004]: Out of 171 local breeds, 32% are of unknown status // [2005]: Out of 180 local breeds, 33% are of unknown status // [2006]: Out of 182 local breeds, 34% are of unknown status // [2007]: Out of 185 local breeds, 34% are of unknown status // [2008]: Out of 194 local breeds, 32% are of unknown status // [2009]: Out of 202 local breeds, 36% are of unknown status // [2010]: Out of 197 local breeds, 37% are of unknown status // [2011]: Out of 205 local breeds, 35% are of unknown status // [2012]: Out of 224 local breeds, 32% are of unknown status // [2013]: Out of 244 local breeds, 29% are of unknown status // [2014-2019]: Out of 245 local breeds, 29% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2015]: C: Country data // [2016-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	39	Southern Europe	3	150	Europe	Region						[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2008	2019	12	PT	Percentage	G	Global									78.0	77.0	74.0	73.0	78.0	77.0	77.0	78.0	77.0	77.0	77.0	77.0	77.0			[2008]: Out of 550 local breeds, 31% are of unknown status // [2009]: Out of 642 local breeds, 38% are of unknown status // [2010]: Out of 654 local breeds, 38% are of unknown status // [2011]: Out of 677 local breeds, 37% are of unknown status // [2012]: Out of 702 local breeds, 36% are of unknown status // [2013]: Out of 727 local breeds, 34% are of unknown status // [2014]: Out of 730 local breeds, 33% are of unknown status // [2015]: Out of 734 local breeds, 33% are of unknown status // [2016]: Out of 752 local breeds, 32% are of unknown status // [2017]: Out of 755 local breeds, 32% are of unknown status // [2018-2019]: Out of 754 local breeds, 32% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.83333	95.83333	95.83333	96.15385	96.15385	96.15385	96.15385	96.15385			[2000]: Out of 13 local breeds, 15% are of unknown status // [2001]: Out of 15 local breeds, 7% are of unknown status // [2002-2003]: Out of 14 local breeds, 0% are of unknown status // [2004-2005]: Out of 18 local breeds, 0% are of unknown status // [2006]: Out of 20 local breeds, 0% are of unknown status // [2007]: Out of 21 local breeds, 0% are of unknown status // [2008-2012]: Out of 23 local breeds, 0% are of unknown status // [2013-2015]: Out of 24 local breeds, 0% are of unknown status // [2016-2019]: Out of 26 local breeds, 0% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	[2000, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	11	PT	Percentage	G	Global	0.0										0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[2000]: Out of 10 local breeds, 90% are of unknown status // [2010-2019]: Out of 27 local breeds, 93% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2015-2019]: E: Estimated data // [2010-2014]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	88.88889	81.81818	82.6087	84.61538	84.61538	85.18519	86.2069	86.2069	86.2069			[2000]: Out of 5 local breeds, 60% are of unknown status // [2001]: Out of 6 local breeds, 67% are of unknown status // [2002]: Out of 6 local breeds, 83% are of unknown status // [2003-2007]: Out of 7 local breeds, 86% are of unknown status // [2008]: Out of 8 local breeds, 88% are of unknown status // [2009-2010]: Out of 24 local breeds, 96% are of unknown status // [2011]: Out of 27 local breeds, 85% are of unknown status // [2012]: Out of 31 local breeds, 71% are of unknown status // [2013]: Out of 32 local breeds, 66% are of unknown status // [2014]: Out of 43 local breeds, 47% are of unknown status // [2015-2016]: Out of 46 local breeds, 43% are of unknown status // [2017]: Out of 47 local breeds, 43% are of unknown status // [2018-2019]: Out of 49 local breeds, 41% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2002,2005-2007,2009-2010,2019]: E: Estimated data // [2001,2003-2004,2008,2011-2018]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	66.66667	50.0	50.0	50.0	66.66667	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			[2000]: Out of 3 local breeds, 0% are of unknown status // [2001-2002]: Out of 3 local breeds, 33% are of unknown status // [2003]: Out of 5 local breeds, 20% are of unknown status // [2004]: Out of 5 local breeds, 40% are of unknown status // [2005-2008]: Out of 5 local breeds, 60% are of unknown status // [2009-2012]: Out of 9 local breeds, 78% are of unknown status // [2013-2019]: Out of 22 local breeds, 18% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2003,2013-2014]: C: Country data // [2001-2002,2004-2012,2015-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019]	2000	2019	18	PT	Percentage	G	Global	54.54545	70.0	70.0	50.0	54.54545	50.0	50.0	50.0	50.0	50.0	50.0	50.0	44.44444	44.44444			100.0	90.90909	93.33333	93.33333	93.33333			[2000]: Out of 11 local breeds, 0% are of unknown status // [2001-2002]: Out of 10 local breeds, 0% are of unknown status // [2003]: Out of 13 local breeds, 8% are of unknown status // [2004]: Out of 13 local breeds, 15% are of unknown status // [2005-2008]: Out of 13 local breeds, 23% are of unknown status // [2009-2011]: Out of 17 local breeds, 41% are of unknown status // [2012-2013,2016]: Out of 17 local breeds, 47% are of unknown status // [2017]: Out of 17 local breeds, 35% are of unknown status // [2018-2019]: Out of 20 local breeds, 25% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003,2016-2018]: C: Country data // [2002,2004-2013,2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	[2013, 2014, 2015, 2016, 2017, 2018, 2019]	2013	2019	7	PT	Percentage	G	Global														99.12281	99.12281	99.12281	99.12281	99.12281	99.12281	99.12281	99.12281			Out of 114 local breeds, 0% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2013]: C: Country data // [2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[2000-2008]: Out of 4 local breeds, 0% are of unknown status // [2009-2019]: Out of 14 local breeds, 71% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2013]: C: Country data // [2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	[2000, 2001, 2002, 2003, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	14	PT	Percentage	G	Global	0.0	0.0	0.0	0.0							100.0	100.0	100.0	100.0	100.0	100.0	100.0	80.0	80.0	80.0	80.0			[2000-2003]: Out of 12 local breeds, 92% are of unknown status // [2010-2016]: Out of 22 local breeds, 86% are of unknown status // [2017-2019]: Out of 24 local breeds, 79% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2002,2011-2016,2018-2019]: E: Estimated data // [2003,2010,2017]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global											80.0	80.0	80.0	80.0	60.0	60.0	50.0	50.0	50.0	50.0	50.0			[2010-2015]: Out of 36 local breeds, 86% are of unknown status // [2016-2019]: Out of 37 local breeds, 84% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2010,2014,2016-2018]: C: Country data // [2011-2013,2015,2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[2000-2001]: Out of 23 local breeds, 96% are of unknown status // [2002-2008]: Out of 37 local breeds, 97% are of unknown status // [2009-2019]: Out of 41 local breeds, 98% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2012]: C: Country data // [2013-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2008	2019	12	PT	Percentage	G	Global									50.0	66.66667	100.0	88.88889	80.0	80.0	80.0	80.0	81.81818	83.33333	83.33333	83.33333	83.33333			[2008]: Out of 2 local breeds, 0% are of unknown status // [2009]: Out of 4 local breeds, 25% are of unknown status // [2010]: Out of 5 local breeds, 20% are of unknown status // [2011]: Out of 10 local breeds, 10% are of unknown status // [2012-2015]: Out of 11 local breeds, 9% are of unknown status // [2016]: Out of 12 local breeds, 8% are of unknown status // [2017-2019]: Out of 13 local breeds, 8% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2008-2018]: C: Country data // [2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	5	South America	4	419	Latin America and the Caribbean	Region						[2018, 2019]	2018	2019	2	PT	Percentage	G	Global																			44.0	44.0	44.0			Out of 390 local breeds, 79% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[2000-2008]: Out of 6 local breeds, 83% are of unknown status // [2009]: Out of 10 local breeds, 90% are of unknown status // [2010-2012]: Out of 11 local breeds, 82% are of unknown status // [2013-2017]: Out of 11 local breeds, 91% are of unknown status // [2018-2019]: Out of 11 local breeds, 73% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003-2009,2011,2013-2016,2019]: E: Estimated data // [2002,2010,2012,2017-2018]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1	[2013, 2014, 2015, 2016, 2017, 2018, 2019]	2013	2019	7	PT	Percentage	G	Global														0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Out of 19 local breeds, 95% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2013]: C: Country data // [2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	514	Developed Regions	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	77.0	77.0	77.0	79.0	79.0	80.0	80.0	81.0	82.0	82.0	82.0	80.0	83.0	84.0	83.0	84.0	85.0	85.0	85.0	85.0	85.0			[2000]: Out of 1616 local breeds, 36% are of unknown status // [2001]: Out of 1726 local breeds, 34% are of unknown status // [2002]: Out of 1852 local breeds, 37% are of unknown status // [2003]: Out of 2018 local breeds, 40% are of unknown status // [2004]: Out of 2128 local breeds, 39% are of unknown status // [2005]: Out of 2187 local breeds, 40% are of unknown status // [2006]: Out of 2213 local breeds, 40% are of unknown status // [2007]: Out of 2259 local breeds, 40% are of unknown status // [2008]: Out of 2305 local breeds, 40% are of unknown status // [2009]: Out of 3010 local breeds, 52% are of unknown status // [2010]: Out of 3052 local breeds, 50% are of unknown status // [2011]: Out of 3110 local breeds, 49% are of unknown status // [2012]: Out of 3199 local breeds, 49% are of unknown status // [2013]: Out of 3407 local breeds, 45% are of unknown status // [2014]: Out of 3430 local breeds, 44% are of unknown status // [2015]: Out of 3468 local breeds, 43% are of unknown status // [2016]: Out of 3517 local breeds, 42% are of unknown status // [2017]: Out of 3548 local breeds, 41% are of unknown status // [2018-2019]: Out of 3551 local breeds, 41% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global															62.5	62.5	62.5	62.5	62.5	62.5	62.5			Out of 30 local breeds, 20% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2014,2016]: C: Country data // [2015,2017-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	88.23529	94.11765	94.2029	95.65217	95.65217	95.65217	95.65217	91.25	91.66667	91.66667	91.66667	91.56627	90.69767	89.77273	91.66667	91.66667	91.75258	91.91919	92.0	92.0	92.0			[2000]: Out of 17 local breeds, 0% are of unknown status // [2001]: Out of 70 local breeds, 3% are of unknown status // [2002-2003]: Out of 71 local breeds, 3% are of unknown status // [2004-2006]: Out of 72 local breeds, 4% are of unknown status // [2007]: Out of 83 local breeds, 4% are of unknown status // [2008]: Out of 88 local breeds, 5% are of unknown status // [2009-2010]: Out of 92 local breeds, 9% are of unknown status // [2011]: Out of 93 local breeds, 11% are of unknown status // [2012]: Out of 99 local breeds, 13% are of unknown status // [2013]: Out of 100 local breeds, 12% are of unknown status // [2014-2015]: Out of 105 local breeds, 9% are of unknown status // [2016]: Out of 105 local breeds, 8% are of unknown status // [2017]: Out of 107 local breeds, 7% are of unknown status // [2018-2019]: Out of 108 local breeds, 7% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2018]: C: Country data // [2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	95.2381	95.2381	95.2381	95.2381	95.2381	100.0	100.0	90.0	87.5	66.66667	66.66667	0.0	100.0	95.83333	95.83333	95.83333	95.83333	95.83333	95.83333	95.83333	95.83333			[2000-2004]: Out of 38 local breeds, 45% are of unknown status // [2005-2007]: Out of 38 local breeds, 74% are of unknown status // [2008]: Out of 38 local breeds, 79% are of unknown status // [2009-2010]: Out of 47 local breeds, 94% are of unknown status // [2011]: Out of 47 local breeds, 98% are of unknown status // [2012]: Out of 55 local breeds, 76% are of unknown status // [2013-2019]: Out of 74 local breeds, 35% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2002,2007,2012-2013]: C: Country data // [2001,2003-2006,2008-2011,2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	[2000, 2001, 2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	19	PT	Percentage	G	Global	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	15.38462	15.38462	15.38462			[2000-2003]: Out of 2 local breeds, 50% are of unknown status // [2005-2008]: Out of 9 local breeds, 11% are of unknown status // [2009-2015]: Out of 19 local breeds, 58% are of unknown status // [2016-2017]: Out of 23 local breeds, 48% are of unknown status // [2018-2019]: Out of 24 local breeds, 46% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2002,2005-2018]: C: Country data // [2001,2003,2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	78.78788	78.78788	78.78788	79.41176	79.41176	77.77778	74.07407	76.92308	80.76923	80.0	93.75	92.5	90.0	89.3617	89.3617	89.3617	87.23404	89.3617	89.3617	89.3617	89.3617			[2000-2001]: Out of 49 local breeds, 33% are of unknown status // [2002]: Out of 35 local breeds, 6% are of unknown status // [2003-2004]: Out of 36 local breeds, 6% are of unknown status // [2005-2006]: Out of 36 local breeds, 25% are of unknown status // [2007-2008]: Out of 36 local breeds, 28% are of unknown status // [2009]: Out of 37 local breeds, 32% are of unknown status // [2010]: Out of 37 local breeds, 14% are of unknown status // [2011-2012]: Out of 43 local breeds, 7% are of unknown status // [2013-2019]: Out of 50 local breeds, 6% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global																			85.71429	85.71429	85.71429			Out of 7 local breeds, 0% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2018]: C: Country data // [2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global																			100.0	100.0	100.0			Out of 18 local breeds, 83% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2018]: C: Country data // [2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0			[2000-2003]: Out of 8 local breeds, 88% are of unknown status // [2004]: Out of 9 local breeds, 78% are of unknown status // [2005-2008]: Out of 10 local breeds, 80% are of unknown status // [2009-2011]: Out of 32 local breeds, 94% are of unknown status // [2012]: Out of 33 local breeds, 88% are of unknown status // [2013-2019]: Out of 34 local breeds, 85% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2003-2005,2011-2013]: C: Country data // [2001-2002,2006-2010,2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	[2016, 2017, 2018, 2019]	2016	2019	4	PT	Percentage	G	Global																	0.0	0.0	0.0	0.0	0.0			Out of 48 local breeds, 96% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2016]: C: Country data // [2017-2019]: E: Estimated data
