series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.633	5.033	5.503	7.065	7.716	6.147	8.253	9.651	11.817	13.872	15.133	16.135	16.034	18.155	19.311	19.786	19.552	19.552				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	54.593	60.585	62.955	71.241	67.154	54.918	66.451	64.497	56.044	53.796	61.994	54.559	48.905	49.528	45.498	42.428	45.522	45.522				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	364.675	368.205	362.524	368.283	369.081	371.893	362.611	354.326	350.083	336.751	341.032	313.972	317.133	317.535	285.535	292.162	292.922	292.922				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1.465	1.477	1.385	1.389	1.431	1.733	1.802	1.938	2.006	2.07	2.65	2.972	3.121	3.274	3.242	3.243	3.351	3.351				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.633	3.382	2.82	3.02	3.205	4.066	4.526	5.453	4.667	5.292	4.995	5.954	6.61	6.685	7.72	8.383	8.81	8.81				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	812.312	831.479	817.902	820.732	804.673	786.664	799.17	766.722	775.187	720.205	758.803	731.225	744.674	763.769	723.177	729.684	731.623	731.623				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.98	5.481	6.69	6.409	5.919	6.398	7.753	8.392	7.763	9.25	10.45	10.818	12.775	13.652	13.226	14.056	12.776	12.776				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	29	Caribbean	4	419	Latin America and the Caribbean	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	71.848	73.038	75.016	74.674	73.939	78.229	82.988	87.255	83.958	80.034	84.282	84.143	83.512	82.984	83.399	84.848	81.383	81.383				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	0.34	0.349	0.356	0.362	0.393	0.406	0.424	0.421	0.43	0.471	0.474	0.459	0.468	0.499	0.537	0.59	0.646	0.646				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	30	Eastern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4775.582	4939.798	5224.124	5794.128	6481.389	7155.503	7700.543	8255.761	8392.086	8795.376	9552.157	10394.303	10691.345	11080.74	10967.457	10920.852	10881.219	10881.219				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	87.924	90.042	90.283	93.849	93.481	95.156	94.104	97.903	94.352	90.158	83.369	82.117	76.986	68.845	65.727	64.543	63.077	63.077				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	27.306	25.834	25.515	27.832	27.405	29.018	29.396	26.696	28.811	24.522	23.532	26.45	28.895	29.462	30.794	30.806	31.409	31.409				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	139.356	128.859	121.645	130.844	146.575	149.476	158.757	165.613	176.705	168.916	173.769	181.236	185.783	181.004	184.764	190.385	190.581	190.581				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	8.582	8.99	9.653	9.642	10.237	10.622	10.631	11.476	10.252	11.232	10.266	10.565	10.959	11.831	12.702	15.155	16.252	16.252				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1.384	1.514	1.732	1.642	1.89	1.981	2.025	2.317	2.317	2.239	2.095	2.14	2.082	2.166	2.763	3.209	3.25	3.25				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	34	Southern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1325.943	1360.583	1410.643	1448.296	1565.469	1653.249	1767.169	1926.282	2008.581	2195.143	2275.285	2376.247	2524.383	2599.933	2799.46	2826.282	2896.322	2896.322				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.488	5.291	5.62	6.246	7.036	7.161	6.399	8.118	7.878	7.522	7.497	8.21	8.535	8.754	8.445	9.237	9.13	9.13				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	40.347	41.45	40.123	42.819	40.911	41.332	42.321	44.032	42.858	46.247	41.997	45.649	45.099	46.051	47.914	43.917	44.729	44.729				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	53.28	54.923	54.174	56.775	55.061	54.722	54.162	52.522	51.753	46.866	47.145	46.344	42.749	40.247	40.059	42.708	43.924	43.924				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	35	South-Eastern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	697.006	732.339	759.875	808.022	861.945	886.1	914.115	968.353	993.503	992.284	1054.13	1090.512	1145.716	1191.447	1247.869	1294.692	1335.825	1335.825				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	2.161	2.106	2.206	2.194	2.27	2.235	2.273	2.32	2.122	2.08	1.949	1.869	1.86	2.032	2.048	2.057	2.065	2.065				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	884.724	899.11	929.343	947.584	1022.028	1072.057	1143.893	1256.96	1334.824	1498.026	1580.624	1664.996	1800.97	1851.876	2015.292	2026.106	2076.833	2076.833				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	334.645	340.982	348.963	352.807	366.605	371.867	377.309	387.404	389.925	395.971	389.061	387.083	386.549	382.557	373.334	379.252	392.366	392.366				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	255.411	274.46	280.09	308.794	316.044	318.634	340.16	356.192	350.338	362.398	362.036	391.63	414.458	417.206	455.604	454.622	454.893	454.893				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	312.265	327.351	343.057	357.394	385.876	417.781	449.26	480.065	487.344	504.287	498.608	507.802	512.345	535.98	556.684	553.299	563.379	563.379				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	70.503	80.279	75.127	69.585	72.873	73.176	68.98	62.807	72.741	92.22	103.932	110.524	126.59	135.591	140.804	130.379	139.909	139.909				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	40.913	43.064	42.18	42.096	42.569	44.393	45.459	44.649	44.267	39.695	39.531	35.393	35.913	34.607	34.089	35.355	36.868	36.868				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	54.844	56.131	59.258	61.002	61.175	58.797	62.007	64.268	64.479	63.854	68.438	67.512	73.752	65.176	62.863	64.396	63.742	63.742				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	420.437	420.181	427.183	445.258	454.995	456.432	449.184	441.461	428.854	383.717	391.992	384.107	366.677	337.576	319.192	329.683	325.671	325.671				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	6.33	6.258	6.378	5.151	5.418	5.813	5.628	5.548	6.361	5.927	6.245	6.042	7.885	8.458	8.953	9.658	10.306	10.306				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	9.79	9.817	9.971	10.281	10.257	10.282	11.745	11.753	9.539	7.393	6.931	7.208	6.881	7.323	7.129	6.993	7.228	7.228				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	39	Southern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	946.363	953.622	987.674	1016.092	1047.783	1065.173	1047.648	1055.692	1009.97	920.029	902.876	903.771	865.126	798.963	761.536	795.86	786.332	786.332				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1124.721	1115.274	1157.756	1165.651	1157.26	1163.7	1144.287	1186.896	1110.067	1052.212	1104.198	1158.675	1203.279	1226.029	1185.129	1152.558	1147.128	1147.128				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	112.014	109.245	119.577	134.803	146.417	156.902	172.937	187.205	230.259	202.716	221.101	234.817	233.846	249.16	229.816	225.057	229.954	229.954				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	61.82	66.191	67.632	72.708	74.006	74.325	71.833	69.366	69.129	62.82	68.278	66.737	64.105	64.77	61.237	62.508	62.88	62.88				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	14.246	14.121	15.005	14.82	16.697	17.922	18.31	19.216	18.506	19.284	18.801	19.815	22.671	22.344	24.001	23.785	23.863	23.863				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	7.768	7.084	6.834	5.866	6.724	7.483	8.445	8.382	8.822	10.43	11.21	11.321	10.355	11.704	12.354	14.147	15.695	15.695				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	408	Democratic People's Republic of Korea	4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	69.969	72.315	69.073	70.533	72.093	75.34	76.534	63.275	70.381	52.919	49.293	34.659	36.052	25.106	28.676	22.546	25.427	25.427				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	431.897	445.863	435.895	437.779	459.79	457.672	464.712	477.414	488.844	502.089	550.916	573.761	575.466	574.551	562.679	582.047	589.173	589.173				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	46.302	50.226	52.231	53.393	56.238	64.75	67.309	67.504	71.595	78.439	77.004	78.274	77.123	86.905	81.628	90.57	90.19	90.19				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.45	3.762	4.738	5.261	5.187	4.892	4.877	5.963	7.006	6.522	6.04	7.211	9.564	8.875	9.032	9.881	9.29	9.29				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	419	Latin America and the Caribbean	3	19	Americas	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1189.076	1195.212	1196.198	1220.129	1282.549	1323.302	1355.727	1402.1	1467.879	1433.539	1528.925	1566.391	1632.074	1654.191	1670.401	1661.002	1629.539	1629.539				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	13.995	15.153	15.101	15.051	15.199	14.461	13.664	12.013	15.774	19.28	18.206	18.507	21.012	20.642	22.376	22.762	23.198	23.198				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	6.841	7.247	7.235	7.464	7.48	7.581	8.031	8.36	7.938	7.186	8.088	7.339	6.996	6.913	6.725	6.846	6.8	6.8				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	432	Landlocked developing countries (LLDCs)	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	360.351	359.702	375.291	393.662	405.226	417.779	438.485	461.861	508.925	459.762	485.982	525.776	542.916	549.459	541.719	530.089	537.857	537.857				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	434	Libya	4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	36.758	37.784	39.817	41.519	42.418	42.99	41.79	38.795	42.025	45.199	48.07	34.386	44.245	48.207	47.913	41.939	43.282	43.282				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
