goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	1487304.85	1487304.85				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	12160.59439	12160.59439				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	320241.3	320241.3				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	808585.426534	808585.426534				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	64605.0	64605.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	19502.4	19502.4				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	950.0	950.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	69651.0	69651.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	118861.93	118861.93				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			[2017]	2017	2017	1	M_M3_PER_YR	Million of cubic metres per annum	G	Global	475.348	475.348				Environment Live		C: Country data
