goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global				0.0	0.0	0.0		0.0				[2015]: ITU estimate. // [2016-2017]: AgĂŞncia Reguladora Multissetorial da Economia - ARME		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global		60.0	80.0	100.0	100.0	100.0		100.0			[2014]: ITU estimate // [2015]: Information and Communications Technology Authority	[2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Information and Communications Technology Authority // [2016-2017]: Utility Regulation and Competition Office		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			10.34954	9.27252	14.43609	18.60811	26.80903	26.80903				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			0.23	0.3	0.14	0.13	0.12	0.12				[2014-2015]: Agence de RĂŠgulation des TĂŠlĂŠcommunications (ART) // [2016-2018]: AUTORITE DE REGULATION DES COMMUNICATIONS ELECTRONIQUES ET DE LA POSTE		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	143	Central Asia	3	142	Asia	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			16.73383	30.90203	41.66983	57.72386	60.58016	60.58016				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global	5.0	10.72	25.0	35.0	36.0	48.0	80.0	80.0			[2014]: ITU estimate // [2017]: Telecommunications Regulatory Commission of Sri Lanka	[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: ITU // [2016-2018]: Telecommunications Regulatory Commission of Sri Lanka		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	145	Western Asia	3	142	Asia	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			28.93442	27.66552	54.85009	59.87377	64.26252	64.26252				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			8.6	8.6	8.6	9.0	12.0	12.0			"[2014-2015]: [""LTE is only available in N'Djamena.""] // [2017-2018]: [""Nous avons pris simplement le max (Operateur1, OpĂŠrateur2), bien que les localitĂŠs couvertes ne soient pas les mĂŞmes. Il y a des zones couvertes par un opĂŠrateur que l'autre ne couvre pas et inversement. On devrait faire la somme moins l'intersection.""]"	[2014-2015]: AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes // [2016-2018]: ARCEP Tchad		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	15	Northern Africa	3	2	Africa	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			0.0	7.05268	20.00276	56.58106	73.05282	73.05282				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	150	Europe	2	1	World	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			67.82098	76.31936	81.20069	84.36034	86.75275	86.75275				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global		34.52	50.0	76.0	79.0	88.0		88.0				[2013]: ITU estimate. // [2014,2016-2017]: SubsecretarĂ­a de Telecomunicaciones // [2015]: ITU estimate		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2013, 2014, 2015, 2016, 2017, 2018]	2013	2018	6	PT	Percentage	G	Global		10.0	43.59	85.0	97.0	98.0	99.4	99.4				[2013]: ITU estimates. // [2014-2015]: Ministry of Industry and Information Technology // [2016-2018]: MIIT		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			99.3	99.45	99.5	99.6	99.9	99.9				National Communications Commission		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			[2014, 2015]	2014	2015	2	PT	Percentage	G	Global			0.0	0.0				0.0			ITU estimate	ITU estimate		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			1.18734	3.05426	3.56049	13.50826	13.70332	13.70332				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2013, 2014, 2015, 2016, 2017, 2018]	2013	2018	6	PT	Percentage	G	Global		10.0	56.0	81.0	92.0	96.0	98.0	98.0			[2014]: Source: SINERGIA DNP. // [2015]: Source: DIRCOM / OAPES. // [2016]: Source: Colombia TIC. // [2017-2018]: Source: Colombia TIC, Se infiere toda la poblaciĂłn de los municipios a las cabeceras municipales de acuerdo a la desagraciacion poblacional provista por la Entidad EstadĂ­stica Nacional	[2013]: ITU estimate. // [2014-2018]: Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global				57.0	60.0	82.48	82.48	82.48			[2017]: Cette valeur est obtenu aprĂ¨s agrĂŠgation des donnĂŠes des deux opĂŠrateurs	[2015]: ITU estimate. // [2016-2018]: ANRTIC		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global				0.0	5.0	5.0		5.0				[2015]: ITU estimate. // [2016-2017]: ARPCE		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			33.17022	52.48032	70.60007	75.23127	86.4271	86.4271				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global			0.0	0.0	0.0	0.0	0.0	0.0			[2014-2015]: ITU estimate	[2014-2015]: ITU estimate // [2016-2018]: AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2017]	2017	2017	1	PT	Percentage	G	Global						55.0		55.0				Telecom Cook Islands Ltd.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2013, 2014, 2015, 2016, 2017, 2018]	2013	2018	6	PT	Percentage	G	Global		10.0	21.0	68.9	71.0	82.2	86.54	86.54			[2014]: ITU estimate // [2015-2018]: Estimated based on districts covered.	[2013]: ITU estimate. // [2014]: ITU estimate // [2015-2018]: Superintendencia de Telecomunicaciones		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global	13.9	23.0	45.0	98.0	96.85	98.31	98.5	98.5			[2014]: ITU estimate // [2018]: maximal coverage reported by operators	[2012-2013]: ITU estimate. // [2014]: ITU estimate // [2015]: Croatian Regulatory Authority for Network Industries // [2016-2018]: HAKOM		_X: Data nature not available
