goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								0.314309			0.314309				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								22.276862			22.276862				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								6.015156			6.015156				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								69.278438			69.278438				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			[2018]	2018	2018	1	PT	Percentage	G	Global									2.457929		2.457929				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								38.292254			38.292254				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	419	Latin America and the Caribbean	3	19	Americas	Region								[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global	0.993108	0.979006	0.984527	1.240665	1.313342	1.485892	1.3537	1.485844	1.300146	1.298543	1.298543				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								46.157808			46.157808				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								40.081653			40.081653				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								54.650875			54.650875				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global							27.173109				27.173109				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			[2011]	2011	2011	1	PT	Percentage	G	Global		22.013952									22.013952				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			[2014]	2014	2014	1	PT	Percentage	G	Global					3.499591						3.499591				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			[2014]	2014	2014	1	PT	Percentage	G	Global					0.077507						0.077507				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	513	Europe and Northern America	2	1	World	Region								[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global	27.938006	28.574384	27.926031	29.155384	29.366921	30.255157	32.382171	31.896064	31.851915	31.809375	31.809375				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			[2018]	2018	2018	1	PT	Percentage	G	Global									271.329044		271.329044				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								45.584117			45.584117				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	53	Australia and New Zealand	3	9	Oceania	Region								[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2012	2019	8	PT	Percentage	G	Global			7.719691	9.031583	7.436519	9.044334	9.046533	9.043544	9.040427	9.040884	9.040884				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global							55.497173				55.497173				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								72.488236			72.488236				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								1.451597			1.451597				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								60.232613			60.232613				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	62	Central and Southern Asia	2	1	World	Region								[2016, 2017, 2018, 2019]	2016	2019	4	PT	Percentage	G	Global							0.470578	5.140829	4.710239	4.685951	4.685951				Environment Live / UNU		E: Estimated data
12	Goal 12	Ensure sustainable consumption and production patterns	12.5	By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse	C120501	12.5.1	National recycling rate, tons of material recycled	2020.Q2.G.03	['electronic waste,recycling']	EN_EWT_RCYR	Electronic waste recycling, rate (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global								41.524254			41.524254				Environment Live / UNU		E: Estimated data
