goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2016, 2017, 2018]	2001	2018	12	PT	Percentage	G	Global		57.43732	61.11641	60.47513	70.65388	78.16657	76.59255	80.07118	79.83134	83.87573							84.14854	85.37424	85.59341	85.59341				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			[2000, 2001, 2002, 2003, 2004, 2015, 2016, 2017, 2018]	2000	2018	9	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0											100.0	100.0	100.0	100.0	100.0				[2000-2004]: Gibtelecom. // [2015-2018]: Gibraltar Regulatory Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			[2015, 2018]	2015	2018	2	PT	Percentage	G	Global																70.0			71.0	71.0				[2015]: Ministry of Information, Communication, Transport and Tourism Development // [2018]: MICTTD		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	30	Eastern Asia	3	142	Asia	Region								[2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	17	PT	Percentage	G	Global		55.79536	55.81349	55.82437	55.75953		93.57244	95.64666	97.10379	97.97621	97.99523	98.00719	99.50519	99.50506	99.53963	99.48317	99.48291	99.48264	99.82728	99.82728				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	99.0	99.5	99.6	99.6	99.6	99.7	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9				[2000-2004,2006-2008]: Hellenic Telecommunications & Post Commission (EETT). // [2005]: ITU estimate. // [2009]: Hellenic Telecommunications and Post Commission // [2010-2018]: Hellenic Telecommunications & Post Commission		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			[2005, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018]	2005	2018	9	PT	Percentage	G	Global						90.0		97.0	97.0	99.0	99.5	99.5	99.9					100.0	100.0	100.0				[2005]: ITU // [2007-2008]: TELE Greenland // [2009-2012,2017-2018]: Tele Greenland A/S		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			[2000, 2014, 2015, 2016, 2017]	2000	2017	5	PT	Percentage	G	Global	65.0														100.0	75.0	81.85	81.85		81.85				[2000]: ITU // [2014]: National Telecommunications Regulatory Commission // [2015-2017]: ITU estimate.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	93.5	94.0	95.0	95.0	97.0	99.0	95.0	99.0	99.0	99.6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			[2015-2018]: Excluding occupied territories of Azerbaijan	[2000-2006]: ITU // [2007-2009]: Ministry of Communications and Information Technologies of the Republic of Azerbaijan // [2010]: Ministry of Communications and Information Technologies // [2011-2012]: Ministry of Communications and Information Technologies (MC&IT) // [2013-2015]: Ministry of Communications and High Technologies (MC&HT) // [2016-2018]: Ministry of Transport, Communications and High Technologies		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			[2004, 2005]	2004	2005	2	PT	Percentage	G	Global					95.0	99.0														99.0				ITU		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2001, 2005, 2006, 2007, 2015, 2016, 2017, 2018]	2001	2018	8	PT	Percentage	G	Global		30.0				94.1	94.1	94.1								98.0	98.0	98.0	98.0	98.0				[2001,2005-2007]: ITU // [2015]: ITU estimate. // [2016-2018]: Ente Nacional de Comunicaciones		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			[2000, 2001, 2006, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	10	PT	Percentage	G	Global	54.0	68.0					76.0						100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				[2000-2001,2006]: ITU // [2012-2015]: Superintendencia de Telecomunicaciones (SIT) // [2016-2018]: Superintendencia de Telecomunicaciones		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			[2006, 2007, 2008, 2015, 2018]	2006	2018	5	PT	Percentage	G	Global							80.0	80.0	80.0							99.1			79.0	79.0				[2006-2008]: ITU // [2015]: MinistĂ¨re de la Communication et des Nouvelles Technologies de l'Information // [2018]: MinistĂ¨re des Postes , des TĂŠlĂŠcommunications et de l'Economie NumĂŠrique		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			[2004, 2005, 2008, 2009, 2010, 2011, 2013, 2015, 2016, 2017]	2004	2017	10	PT	Percentage	G	Global					95.0	95.0			88.0	94.0	95.0	97.0		97.1		97.1	97.1	97.3		97.3				[2004-2005]: ITU // [2008-2011,2013,2015-2017]: National Frequency Management Unit		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global															63.32	70.05	57.0	60.0	61.0	61.0				[2014-2015]: Conseil National des TĂŠlĂŠcommunications // [2016-2018]: CONATEL (Conseil National des TĂŠlĂŠcommunications)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	34	Southern Asia	3	142	Asia	Region								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		24.50659	24.91745	26.40164	29.45909	38.48601	61.51533	68.83148	68.94874	78.79382	79.01135	84.07062	83.63558	92.073	92.43563	94.10624	95.17772	96.01955	96.0907	96.0907				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			[2006, 2007, 2015, 2016, 2017, 2018]	2006	2018	6	PT	Percentage	G	Global							57.0	89.93								99.87	86.14	92.44	90.74	90.74			[2016]: Break in series: better estimation based on an urban/rural disaggregation of towns. // [2017-2018]: EstimaciĂłn en base poblaciones cubiertas segĂşn mapas de cobertura	[2006-2007]: ITU // [2015]: ComisiĂłn Nacional de Telecomunicaciones (CONATEL) // [2016-2018]: Conatel		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				[2000-2006]: ITU // [2007-2010]: Office of the Telecommunications Authority // [2011-2018]: Office of the Communications Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	95.05	95.83	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.2	99.2				[2000-2006]: ITU // [2007-2009]: National Communications Authority, Hungary (NCAH) // [2010-2018]: National Media and Infocommunications Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	35	South-Eastern Asia	3	142	Asia	Region								[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PT	Percentage	G	Global							73.17545	75.10982	75.21982	75.85752	75.95324	98.91737	99.04338	99.36898	96.37724	93.04708	93.14147	97.91539	98.38092	98.38092				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0				[2000-2007]: ITU // [2008,2010-2015]: Post and Telecom Administration // [2009,2016-2018]: PTA in Iceland		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			[2000, 2001, 2005, 2006, 2007, 2009, 2013, 2015, 2016, 2017, 2018]	2000	2018	11	PT	Percentage	G	Global	21.1	21.1				30.5	60.9	70.0		83.0				93.46		95.0	96.0	97.0	97.0	97.0			[2009]: September. Only Bharti Airtel. // [2017]: 43070 // [2018]: 43435	[2000]: ITU Estimate. // [2001,2005-2006]: Department of Telecommunications (DOT). Ministry of Communications and Information Technology. // [2007,2009]: Bharti Airtel. // [2013]: Department of Telecommunications // [2015]: ITU estimate. // [2016-2018]: Ministry of Communications		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	95.6	96.0	96.0	96.0	96.0	98.0	98.1	98.8	98.8	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.3	99.4	99.4	99.4			[2015]: Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers // [2016-2018]: ACMA communications Report 2017-18, pp.4 As of June https://www.acma.gov.au/-/media/Research-and-Analysis/Report/pdf/Communications-report-2017-18-pdf.pdf?la=en	[2000]: Telstra.CDMA. // [2001-2006]: Australian Department of Broadband, Communications and the Digital Economy (DBCDE). // [2007]: ACMA. // [2008]: Australian Communications and Media Authority, Communications Report 2007-08. // [2009]: Australian Communications and Media Authority, Communications Report 2008-09 // [2010,2012]: Department of Broadband, Communications and the Digital Economy // [2011]: ACMA Communications Report 2010-11. // [2013-2014]: Department of Communications // [2015-2018]: Department of Communications and the Arts		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			[2000, 2004, 2005, 2006, 2011, 2015, 2016, 2017, 2018]	2000	2018	9	PT	Percentage	G	Global	89.0				90.0	90.0	90.0					100.0				87.9	87.9	98.6	98.71	98.71			[2016-2017]: MCIT // [2018]: Ministry of Communications and Informatics	[2000,2004-2006]: ITU // [2011]: Ministry of Communication and Information Technology // [2015]: ITU estimate. // [2016-2018]: Ministry of Communication and Informatics		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			[2001, 2003, 2004, 2005, 2006, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	15	PT	Percentage	G	Global		32.0		50.0	65.0	75.0	82.0	95.0			85.0	85.0	96.0	94.0	94.2	94.2	96.5	96.5	96.5	96.5				[2001,2003-2007]: ITU // [2010-2013]: Iran Information Technology Organization // [2014-2018]: Information Technology Organization of Iran (ITO)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			[2005, 2006, 2015, 2017, 2018]	2005	2018	5	PT	Percentage	G	Global						68.1	72.1									98.0		99.92	100.0	100.0			[2017]: 0.99919999999999998 // [2018]: 1	[2005-2006]: ITU // [2015]: ITU estimate // [2017-2018]: Communications and Media Commission		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	98.0	98.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0			[2018]: Estimate	[2000-2006]: ITU // [2007-2009,2016-2018]: ComReg // [2010-2011]: Commission for Communications Regulation (ComReg) // [2012-2015]: Commission for Communications Regulation		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			[2002, 2003, 2004, 2005, 2006, 2008, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018]	2002	2018	14	PT	Percentage	G	Global			97.0	97.0	98.0	99.0	99.7		100.0		99.0	99.0	99.0	100.0		99.0	99.0	99.0	99.0	99.0			[2012]: Universal coverage of population is required of license holders.	[2002-2006,2008]: ITU // [2010-2011]: Ministry of Communications. // [2012-2013,2015-2018]: Ministry of Communications		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	99.6	99.6	99.8	99.8	99.8	99.8	99.8	99.8	99.0	99.0	99.0	99.0	99.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			[2011-2012]: Agcom estimates. // [2015-2018]: Source: AGCOM	[2000-2006]: ITU // [2007,2015]: Ministry of Economic Development // [2008-2013]: Ministry of ECONOMIC DEVELOPMENT - dep. of Communications // [2014,2016-2018]: AGCOM		_X: Data nature not available
