goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
12	Goal 12	Ensure sustainable consumption and production patterns	12.2	By 2030, achieve the sustainable management and efficient use of natural resources	C200202	12.2.1	Material footprint, material footprint per capita, and material footprint per GDP	2020.Q2.G.03	['raw materials', 'natural resources', 'economic growth', 'sustainable consumption']	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollar)	1	World	1			Region								_T	Total or no breakdown	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	KG_PER_CON_USD	Kilograms per constant USD	G	Global	1.08135	1.07939	1.07007	1.09387	1.10892	1.11525	1.11784	1.12071	1.11837	1.14305	1.16359	1.18731	1.1758	1.18165	1.16771	1.16065	1.16262	1.15658	1.15658				Environment Live / Global Material Flows Database		E: Estimated data
