goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	2322.74005	5460.0631	8911.64479	11938.04355	8984.15733	11681.96987	4268.62644	10884.21293	12460.49533	14120.36356	13187.60141	16319.64968	19672.93541	12726.98373	19805.04579	36659.33533	1723.57281	20734.30656	15736.02031	15736.02031			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	1905.56772	5083.41578	7509.8173	8614.96732	9364.25989	14325.73591	11491.00056	12202.02747	10527.82045	11730.63207	11537.9942	10697.95869	12965.61021	10842.05968	15827.69944	13396.55843	14578.47557	15388.66139	11114.69764	11114.69764			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	13	Central America	4	419	Latin America and the Caribbean	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	6818.8127	7890.6935	10635.55446	5061.8776	13295.21351	25778.44916	12786.1562	31682.61041	27051.17932	32905.85911	37516.55924	17417.65568	22559.74081	30698.67704	21005.20518	23014.64443	9936.03848	32375.78839	24864.46995	24864.46995			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	135	Caucasus and Central Asia	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	2932.52955	3397.35369	3418.97998	3903.92218	4289.45107	4599.78854	9301.53357	10848.05565	8221.18513	5721.62527	5207.55256	7422.04854	4513.90402	9350.62413	6308.53758	13025.87836	7750.17556	2681.68437	-3079.986	-3079.986			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	7811.12072	7845.73439	8123.83451	9425.7463	14326.78067	12479.16204	13502.67456	29746.52779	20264.96749	23164.43941	24339.84179	18843.51596	22824.2103	23670.43052	24884.29723	22326.05113	22892.65323	29815.54864	25587.76141	25587.76141			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	142	Asia	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	24070.66224	21677.40548	16310.30249	29913.77357	58004.29062	118216.28982	113739.0923	149038.14226	112801.10681	95077.39762	149767.21004	166619.17499	136388.92357	164725.42933	183261.92898	120193.6962	155511.57122	148770.72094	114842.02236	114842.02236			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	143	Central Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	1789.56898	2400.84817	1847.9781	1289.58684	1857.72677	2517.82127	6375.5312	7086.58945	4086.63452	3009.46661	2672.98116	4251.88463	2189.19772	6864.33967	4711.7251	9162.82178	4309.96454	-895.65266	-5114.81615	-5114.81615			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	145	Western Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	12419.25664	6481.12459	2263.88205	12649.54541	15014.77007	41484.58672	44054.35892	50940.17441	30090.13683	18414.59882	24328.89312	38740.32381	28698.49823	32288.99284	33196.5658	35055.47502	41279.50629	39555.72251	37763.91065	37763.91065			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	15	Northern Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	4475.11822	4756.541	2688.20336	7497.36578	5833.80111	8480.87932	5093.55781	18785.72577	27525.90579	16317.67183	14091.39648	14585.5083	10868.18921	20231.38744	18961.36851	18614.55381	17271.26094	13287.97392	11846.32236	11846.32236			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	150	Europe	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	5698.40967	5167.335	7529.58617	5906.09797	5459.14236	15713.33071	15208.91147	28615.0818	21933.00056	10983.87216	7740.68669	6815.22513	6132.19862	7254.97405	1945.64311	2899.25551	3813.43535	8176.18115	6102.05763	6102.05763			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
