goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	151	Eastern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	141.09	95.12317	149.98033	115.482	116.90883	10816.08221	6705.72777	12946.10707	12913.63211	3360.64063	1867.06495	1305.97488	2569.92044	3464.56498	3937.98272	3285.25965	815.70776	3140.6519	3202.09079	3202.09079			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	576.93385	1553.77052	1389.37758	7681.13488	5452.43788	5772.87762	5224.28267	3324.37868	4960.74884	7811.87164	6059.58506	7625.86402	6807.38258	9401.06468	11128.91325	5459.26803	11003.87701	6363.56003	4219.42093	4219.42093			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	-233.36342	322.30412	3106.74867	5573.82548	10490.7449	15125.22468	9129.32198	14071.8452	7832.89188	6079.47199	5453.9274	9699.00882	5102.24611	310.8481	5454.69357	6860.22578	5370.03116	5468.94636	3943.94022	3943.94022			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	199	Least Developed Countries (LDC)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	13115.42016	14904.82756	14580.76032	27852.24964	26989.22769	25372.0972	30859.02362	35360.94543	44968.84144	48429.07772	46302.19774	47724.37121	49552.18439	51819.09411	55556.83069	48595.49346	52023.98135	55538.67535	58393.73805	58393.73805			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	2	Africa	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	14952.54941	19938.41313	24219.80889	42116.116	45087.9219	53540.11353	37218.46346	76812.69036	73045.00934	67493.81844	63132.35214	67073.54678	65274.96361	66340.71447	80234.31836	89919.43407	58261.39514	75670.33551	61333.46523	61333.46523			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	10477.43119	15181.87213	21531.60554	34618.75022	39254.12078	45059.2342	32124.90565	58026.9646	45519.10355	51176.14661	49040.95565	52488.03848	54406.7744	46109.32703	61272.94985	71304.88027	40990.1342	62382.36159	49487.14287	49487.14287			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	256.04933	517.56062	-174.84546	864.0932	2170.1681	327.82477	358.26777	575.97137	634.2034	416.63798	540.2704	611.92668	10111.55881	1366.28072	1202.72055	820.79373	1803.24353	732.37593	751.241	751.241			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	29	Caribbean	4	419	Latin America and the Caribbean	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	1847.18991	1928.94585	1990.02547	1634.84274	2032.30855	392.60988	12598.75436	5768.01234	5451.34683	3483.07692	9151.42456	3808.88155	2656.26967	2113.8384	1423.44699	4063.02235	4954.94953	3300.64178	2630.25944	2630.25944			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	30	Eastern Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	1145.53067	-1437.62218	-2512.84685	5507.3096	20078.46243	23673.96202	16080.30877	22975.42482	33472.23775	16088.90519	50709.00962	50600.33704	29391.68393	55376.79073	62300.51441	18884.24985	43272.19736	39722.79968	27073.74988	27073.74988			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	34	Southern Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	4191.58085	7010.63384	9668.93537	8387.55405	13670.11329	23071.78863	25059.15694	40193.12503	31746.55496	31483.91242	40312.386	30761.58627	33085.18884	22601.59061	33504.10243	25670.83783	34006.07962	38727.3547	26052.88002	26052.88002			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	35	South-Eastern Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	4524.7251	7222.42106	5042.35382	2079.77767	7383.21806	27468.13119	22169.73648	27842.82856	13405.54275	26080.51458	31743.94014	42265.04323	43024.35486	47593.71549	49549.02124	31420.31172	32643.8234	31660.4967	29066.29796	29066.29796			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	39	Southern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	5557.31967	5072.21183	7379.60583	5790.61597	5342.23353	4897.2485	8503.1837	15668.97474	9019.36845	7623.23153	5873.62174	5509.25025	3562.27818	3790.40907	-1992.3396	-386.00414	2997.72759	5035.52925	2899.96683	2899.96683			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	419	Latin America and the Caribbean	3	19	Americas	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	43346.62891	34322.99942	5321.13369	9781.66004	16794.88655	56917.10187	78208.98574	116446.10358	60447.67468	72752.08455	97500.81933	83443.70753	92255.89935	92404.37294	108792.9591	97376.60003	44639.93545	57393.73486	59314.40753	59314.40753			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	432	Landlocked developing countries (LLDCs)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	8933.45568	10537.33348	10165.34526	13293.33684	16426.57551	18471.66144	23973.32655	29318.99344	29031.91657	28970.27114	28615.06379	31231.4097	30532.88035	36269.49823	34354.54068	38256.79424	34627.01802	31639.08252	24932.88316	24932.88316			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q2.G.03	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	5	South America	4	419	Latin America and the Caribbean	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	USD	USD	G	Global	34680.6263	24503.36008	-7304.44625	3084.93971	1467.36449	30746.04282	52824.07518	78995.48083	27945.14854	36363.14852	50832.83553	62217.1703	67039.88886	59591.85749	86364.30693	70298.93326	29748.94745	21717.30469	31819.67814	31819.67814			Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
