series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y_GE18	18 years old and over	M	Male	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	All age ranges or no breaks by age	F	Female	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y0T17	under 18 years old	M	Male	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	All age ranges or no breaks by age	M	Male	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y0T17	under 18 years old	F	Female	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y_GE18	18 years old and over	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y0T17	under 18 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y0T17	under 18 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	All age ranges or no breaks by age	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	All age ranges or no breaks by age	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y_GE18	18 years old and over	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y0T17	under 18 years old	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y0T17	under 18 years old	M	Male	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	All age ranges or no breaks by age	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	All age ranges or no breaks by age	M	Male	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y_GE18	18 years old and over	M	Male	[2017]	2017	2017	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y_GE18	18 years old and over	F	Female	[2017]	2017	2017	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	All age ranges or no breaks by age	M	Male	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	All age ranges or no breaks by age	F	Female	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009]	2008	2009	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	All age ranges or no breaks by age	M	Male	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y0T17	under 18 years old	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	All age ranges or no breaks by age	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y0T17	under 18 years old	M	Male	[2017]	2017	2017	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2017]	2007	2017	9
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2014, 2015, 2017]	2010	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012]	2010	2012	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2017]	2014	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y0T17	under 18 years old	F	Female	[2014, 2015, 2017]	2014	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2014, 2015, 2016, 2017]	2008	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	All age ranges or no breaks by age	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	All age ranges or no breaks by age	M	Male	[2014, 2015]	2014	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009]	2008	2009	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	All age ranges or no breaks by age	M	Male	[2011, 2013, 2014, 2015, 2016]	2011	2016	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	All age ranges or no breaks by age	F	Female	[2011, 2013, 2014, 2015, 2016]	2011	2016	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2011, 2013, 2014, 2015, 2016]	2011	2016	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015]	2014	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016]	2014	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	Y0T17	under 18 years old	F	Female	[2014, 2015, 2016]	2014	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	Y0T17	under 18 years old	M	Male	[2014, 2015]	2014	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	All age ranges or no breaks by age	M	Male	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	All age ranges or no breaks by age	F	Female	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	Y_GE18	18 years old and over	M	Male	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	Y0T17	under 18 years old	M	Male	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009]	2007	2009	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2009]	2009	2009	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2014]	2010	2014	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2014]	2010	2014	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2014]	2010	2014	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	Y_GE18	18 years old and over	F	Female	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	Y0T17	under 18 years old	M	Male	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	Y0T17	under 18 years old	F	Female	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	Y_GE18	18 years old and over	M	Male	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	All age ranges or no breaks by age	M	Male	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	All age ranges or no breaks by age	F	Female	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	Y_GE18	18 years old and over	F	Female	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009]	2007	2009	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	_T	All age ranges or no breaks by age	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016]	2015	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	_T	All age ranges or no breaks by age	F	Female	[2015, 2016]	2015	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	Y_GE18	18 years old and over	F	Female	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	Y0T17	under 18 years old	F	Female	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	All age ranges or no breaks by age	F	Female	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	All age ranges or no breaks by age	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2015]	2010	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2015]	2010	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2015]	2010	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	Y_GE18	18 years old and over	M	Male	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	Y0T17	under 18 years old	M	Male	[2014, 2015]	2014	2015	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	Y0T17	under 18 years old	F	Female	[2014]	2014	2014	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2005, 2006]	2005	2006	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012, 2014, 2015, 2016]	2010	2016	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2014, 2015, 2016]	2010	2016	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2014, 2015, 2016]	2010	2016	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016]	2014	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016]	2014	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	Y0T17	under 18 years old	M	Male	[2014, 2015, 2016]	2014	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	Y0T17	under 18 years old	F	Female	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2010, 2011, 2012, 2013, 2014]	2008	2014	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012]	2010	2012	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012]	2010	2012	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2012]	2010	2012	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2012]	2010	2012	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2012]	2010	2012	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	All age ranges or no breaks by age	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	Y_GE18	18 years old and over	M	Male	[2015, 2017]	2015	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	Y_GE18	18 years old and over	F	Female	[2015, 2016]	2015	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	All age ranges or no breaks by age	F	Female	[2015, 2016]	2015	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	Y0T17	under 18 years old	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2015, 2016, 2017]	2008	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	All age ranges or no breaks by age	M	Male	[2015, 2017]	2015	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	All age ranges or no breaks by age	F	Female	[2015, 2017]	2015	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	Y0T17	under 18 years old	M	Male	[2015, 2017]	2015	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	Y0T17	under 18 years old	F	Female	[2015, 2017]	2015	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2003, 2005, 2007, 2009]	2003	2009	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2006, 2007, 2008, 2009, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	10
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	All age ranges or no breaks by age	F	Female	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	All age ranges or no breaks by age	M	Male	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6
