series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	F	Female	[2019]	2019	2019	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	438	Liechtenstein	4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1	F	Female	[2018, 2019]	2018	2019	2
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	446	China, Macao Special Administrative Region	4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	F	Female	[2018, 2019]	2018	2019	2
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	F	Female	[2016]	2016	2016	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	540	New Caledonia	4	54	Melanesia	Country	165.5067368	-21.41742531	NCL	0	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	580	Northern Mariana Islands	4	57	Micronesia	Country	145.7582114	15.19099517	MNP	0	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	634	Qatar	4	145	Western Asia	Country	51.19152467	25.28355379	QAT	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	659	Saint Kitts and Nevis	5	29	Caribbean	Country	-62.76628613	17.33994219	KNA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	670	Saint Vincent and the Grenadines	5	29	Caribbean	Country	-61.19024321	13.24627968	VCT	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	674	San Marino	4	39	Southern Europe	Country	12.46329038	43.93841766	SMR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	682	Saudi Arabia	4	145	Western Asia	Country	44.54763347	24.12594211	SAU	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	706	Somalia	5	14	Eastern Africa	Country	46.20367477	4.406485729	SOM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	740	Suriname	5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	F	Female	[2017]	2017	2017	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	F	Female	[2018]	2018	2018	1
SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	96	Brunei Darussalam	4	35	South-Eastern Asia	Country	114.6288563	4.49736984	BRN	1	1	F	Female	[2018]	2018	2018	1
