series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	[2017]	2017	2017	1
EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	[2017]	2017	2017	1
