series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y15T49	15 to 49 years old	F	Female	[2010, 2017]	2010	2017	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y15T49	15 to 49 years old	F	Female	[2010, 2014]	2010	2014	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T49	15 to 49 years old	F	Female	[2011]	2011	2011	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y15T49	15 to 49 years old	F	Female	[2012]	2012	2012	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y15T49	15 to 49 years old	F	Female	[2012]	2012	2012	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y15T49	15 to 49 years old	F	Female	[2007, 2014]	2007	2014	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y15T49	15 to 49 years old	F	Female	[2006, 2012]	2006	2012	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y15T49	15 to 49 years old	F	Female	[2007]	2007	2007	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y15T49	15 to 49 years old	F	Female	[2011, 2016]	2011	2016	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y15T49	15 to 49 years old	F	Female	[2012]	2012	2012	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y15T49	15 to 49 years old	F	Female	[2013]	2013	2013	1
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y15T49	15 to 49 years old	F	Female	[2008, 2014]	2008	2014	2
SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
