series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	13	Central America	4	419	Latin America and the Caribbean	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.913988905259208	0.92300710382625	0.934498539271776	0.948020778747854	0.960414124097265	0.965404650222039	0.970112564766522	0.973781374767052	0.970122469670957	0.960045271181256	0.96220540196978	0.965772781794824	0.967601748659285	0.974445398054688	0.974445398054688				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	6.98998947890818	6.99153243176178	6.98717047146401	6.97548486352357	6.97636334987593	6.97378196029776	6.97648538461538	6.98465270471464	6.99386992555831	6.98453650124069	6.9756240942928	6.94254327543424	6.91356017369727	6.88591796526054	6.88591796526054				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.63467333333333	1.8055925	1.88621083333333	1.9159575	1.94018166666666	1.95513916666666	1.93208916666666	1.93458375	1.97732833333333	1.97109166666666	1.94131958333333	1.95778333333333	1.98049833333333	1.97540375	1.97540375				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	2.79001163345186	2.78301802649644	2.77417980207338	2.77065049499817	2.76959599599424	2.76651007263502	2.76815169297948	2.77096359782079	2.76783119222949	2.76513266571629	2.7645423340567	2.76157270253158	2.75690014072357	2.75396911365112	2.75396911365112				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.0697300720729397	0.069724842049504	0.0695195826511284	0.0697634856656715	0.069855937429773	0.070533883270731	0.0703250210279624	0.0700743378599634	0.06987288420174	0.069717774406883	0.0695260578188706	0.0699592193970914	0.0695767788693056	0.0696519889884105	0.0696519889884105				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	142	Asia	2	1	World	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	2.10704349123319	2.11054266885738	2.11460803254037	2.12056086231505	2.11018092211494	2.10065105183173	2.09353334862923	2.08811546200066	2.08132094776518	2.08089359829672	2.07985986363335	2.06419400282354	2.06110002087498	2.0628450888745	2.0628450888745				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	143	Central Asia	3	142	Asia	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	7.2512026731758	7.23875647630762	7.20943513342959	7.17947943493285	7.09260041621782	7.0084465628414	6.93825573628841	6.8746812740177	6.80535272662912	6.7785422803453	6.74694906297603	6.67469644191236	6.64071168416708	6.63115730108874	6.63115730108874				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.53612738319247	1.53804847871152	1.53480238398979	1.5742296204752	1.57352872747568	1.57274274437888	1.58383970658587	1.5921044761601	1.59090657151969	1.59874271567533	1.61861413331207	1.6412118641365	1.64592299314303	1.63649863498644	1.63649863498644				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	145	Western Asia	3	142	Asia	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.97911004850977	1.98590181063523	1.99327841299581	1.99673186253419	1.99299949812747	1.98626011134532	1.98168592202166	1.97905210627548	1.97628335800139	1.98044118695825	1.98276728194568	1.97433213058645	1.96725117397265	1.9598526949474	1.9598526949474				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.109830339898348	0.109014466883735	0.107416317106099	0.106021924158195	0.106376016597839	0.105502314247141	0.104604257067979	0.105702191629606	0.105895414151842	0.104986103716645	0.106306143900889	0.109660698221092	0.111267188770648	0.113289071553367	0.113289071553367				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	15	Northern Africa	3	2	Africa	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017, 2018]	2005	2018	11	PT	Percentage	G	Global	0.103222904017593	0.102242718047728	0.0996395923220757	0.0981273208168116	0.096737115193923	0.096885792534715	0.135957064297955				0.13045724869637	0.130855280386517	0.130000316135361	0.130965563879095	0.130965563879095				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	150	Europe	2	1	World	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	3.11928738061961	3.10637228360021	3.11037623159048	3.11395402752059	3.11868650954215	3.11911001706809	3.11790163909588	3.11640814544771	3.1025483367786	3.10714532883442	3.11249583261839	3.11752145591866	3.11963247980422	3.13431974976991	3.13431974976991				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	151	Eastern Europe	3	150	Europe	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	3.1419457764251	3.14197764172609	3.14538520796404	3.1492184420347	3.15585761577096	3.15755396335094	3.1565518145306	3.15398886046824	3.13766760403589	3.14007385847975	3.14413614412797	3.14860225804332	3.14976650161215	3.16580436449472	3.16580436449472				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.63739641790803	1.64005462764211	1.64451064970976	1.64811043344469	1.64639608961013	1.64618283046324	1.64455952830543	1.64021158268911	1.63855643025451	1.63527500833857	1.6317917509939	1.62797814525803	1.62738723040837	1.62974149733972	1.62974149733972				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	154	Northern Europe	3	150	Europe	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	5.70145998629561	5.7117335395836	5.7227030135604	5.72407278832524	5.71299368952997	5.70662556887033	5.69219606362069	5.70266784635039	5.69330840146504	5.71620660875009	5.72902355007956	5.74719855083106	5.75852357696138	5.77546738901621	5.77546738901621				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	155	Western Europe	3	150	Europe	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.96479100212277	0.967616705224884	0.972527897004009	0.975637832811862	0.97878824080445	0.978205946496636	0.981258011448215	0.981509851993032	0.980659458909382	0.985200713077977	0.989954963364528	0.991874127442038	0.997662295311018	1.00097215864667	1.00097215864667				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.09405016109903	1.10467195476779	1.1205170335183	1.13576072858552	1.13434704578676	1.13876335834197	1.14859846313	1.1539167649872	1.16658784902817	1.17947038778831	1.18612446151344	1.19282115569614	1.20482589749692	1.21440069382361	1.21440069382361				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.3484715	0.343784	0.342651	0.3447865	0.342732	0.3476735	0.354955	0.3484675	0.340061	0.334494	0.337737	0.3310095	0.3360215	0.339462	0.339462				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.686497359785248	0.686130758540332	0.685870922497468	0.687154856083437	0.687323064622384	0.689223582722008	0.689821845656798	0.690435142577445	0.689927325645469	0.686760784968646	0.684349300473154	0.682743031483094	0.679647092162011	0.678848635778734	0.678848635778734				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.437048250202794	0.431285583325822	0.454909325912573	0.476058179269941	0.496784616584046	0.51272931635872	0.513331026408292	0.519528596845425	0.52246914511041	0.509207922487607	0.487516985038305	0.465863617755745	0.421339410905813	0.399525417395223	0.399525417395223				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.323074583557227	0.32693756045137	0.327293551853842	0.326464750134336	0.325554540569586	0.321930413756045	0.31953186458893	0.319040247178936	0.318289145620634	0.315118592154755	0.300868726491133	0.287466415905427	0.277121923696937	0.276925147770016	0.276925147770016				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.673567647058823	0.709275935828877	0.716061764705882	0.731941176470588	0.742609625668449	0.789544117647058	0.779122192513369	0.783513368983957	0.773870320855615	0.767120855614973	0.756897058823529	0.705534759358288	0.631961497326203	0.558789839572192	0.558789839572192				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.486432648901903	0.486113674670571	0.488186673499267	0.496581648901903	0.497252246852123	0.497705108345534	0.498487357540263	0.500631495168374	0.502131939677891	0.499863496046852	0.494900772181552	0.490861323279648	0.479664337920937	0.478391183308931	0.478391183308931				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.144256985554595	0.135243223939607	0.134345784688399	0.131323592940652	0.135828289677704	0.139813057868388	0.146161047584195	0.149104634639544	0.153409374648673	0.154069563846121	0.158053833559062	0.155259501295898	0.145089877427216	0.1427766748407	0.1427766748407				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.59167206404799	1.5901723737015	1.58861640898965	1.59037071282062	1.5902272561258	1.59523692551994	1.59715112339824	1.59770588249046	1.59657782929357	1.59005732290862	1.58475683262389	1.58252613921175	1.57866381023797	1.57816366308638	1.57816366308638				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.69917375	0.70032	0.68005375	0.683917083333333	0.680282916666666	0.673712083333333	0.64880875	0.666794166666666	0.66853125	0.668290416666666	0.6493125	0.685713333333333	0.69932875	0.7110575	0.7110575				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.346339514296905	0.345945052878965	0.346109228358793	0.346666233842538	0.347101333725029	0.343411619663141	0.342343243243243	0.339929369369369	0.337637822169996	0.334900301605953	0.333971363102232	0.327407083822953	0.323039447708578	0.320769355660007	0.320769355660007				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	19	Americas	2	1	World	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	3.0582012039916	3.06253168847513	3.06572385696168	3.06679241623411	3.06794920687741	3.06721088658277	3.06389271854168	3.06597434904852	3.05956220326307	3.05849573278821	3.05817538417987	3.05400462246053	3.04551139803554	3.05074113450974	3.05074113450974				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.11873613116511	1.12672735346676	1.12719708184417	1.11828380807719	1.12496736597569	1.12034105075053	1.11601333273766	1.10858349177984	1.1053688259471	1.10047748718854	1.11022325499204	1.11484273546563	1.1247024297579	1.13436033751546	1.13436033751546				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	2.2857714712514	2.29458730996899	2.30681421364148	2.3124088660278	2.29928829951146	2.35247573186771	2.36684340323591	2.3825378303225	2.44306222318173	2.43974831570851	2.44904445202845	2.4579127504326	2.48555984810613	2.46526045279753	2.46526045279753				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.118612532467532	0.13146474025974	0.138617229437229	0.134946569264069	0.122308625541125	0.113465876623376	0.108619307359307	0.112717813852813	0.123144199134199	0.139285952380952	0.141603225108225	0.1447908008658	0.140749707792207	0.133555573593073	0.133555573593073				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	199	Least Developed Countries (LDC)	1			Group						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.07117073899748	1.06925249189388	1.0667055818965	1.06734207090927	1.06790230521541	1.06814385464244	1.21133658743526	1.21361103135066	1.21218179126706	1.21023689188958	1.21013836785632	1.20827633625102	1.20676423743794	1.20675572071969	1.20675572071969				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2	Africa	2	1	World	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.819019612243228	0.816291002864421	0.813311921914381	0.812052269068384	0.812371748231133	0.812930547532314	0.88538483339866	0.887440336018632	0.887357088776328	0.886581897353098	0.885853598225804	0.884127490289461	0.880578659545147	0.879216587639773	0.879216587639773				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	0.13566659574468	0.135445106382978	0.133429574468085	0.133988723404255	0.133649574468085	0.136588510638297	0.137620851063829	0.139495106382978	0.136821702127659	0.133340851063829	0.131747872340425	0.127506808510638	0.124268510638297	0.124447872340425	0.124447872340425				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	202	Sub-Saharan Africa	3	2	Africa	Region						[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global	1.10107256101055	1.09765500186079	1.09452777929676	1.09336766845332	1.0943608327975	1.0950718178606	1.09695561325039	1.09941801231851	1.10009937557875	1.09939201806964	1.09910921623513	1.09678344335591	1.09247410832244	1.09045501180954	1.09045501180954				Global Surface Water Explorer extraction for UN Environment		E: Estimated data
