series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012]	2010	2012	3	NUMBER	Number	G	Global								134.0	141.0	153.0						153.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008]	2003	2008	6	NUMBER	Number	G	Global	0.0	0.0	0.0	0.0	0.0	0.0										0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016]	2007	2016	9	NUMBER	Number	G	Global					12.0	4.0	22.0	14.0		28.0	23.0	79.0	126.0	72.0		72.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	NUMBER	Number	G	Global								81.0	49.0	24.0	81.0	19.0	26.0	35.0	14.0	14.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number	G	Global												143.0	318.0	187.0	352.0	352.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global													7.0	6.0	5.0	5.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2009, 2010, 2014, 2015, 2016, 2017]	2009	2017	6	NUMBER	Number	G	Global							162.0	22.0				18.0	10.0	8.0	4.0	4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2014, 2015]	2007	2015	6	NUMBER	Number	G	Global					264.0	235.0	155.0	145.0				157.0	107.0			107.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	NUMBER	Number	G	Global								8.0	27.0	19.0	26.0	33.0	19.0	87.0	57.0	57.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012, 2013, 2015]	2012	2015	3	NUMBER	Number	G	Global										15.0	4.0		6.0			6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	NUMBER	Number	G	Global						8.0	12.0	9.0	11.0	25.0	22.0	34.0	10.0	17.0	20.0	20.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2013]	2013	2013	1	NUMBER	Number	G	Global											6.0					6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2014]	2014	2014	1	NUMBER	Number	G	Global												3.0				3.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016]	2007	2016	9	NUMBER	Number	G	Global					11.0	25.0	14.0	15.0	22.0	14.0		47.0	62.0	45.0		45.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012, 2013]	2012	2013	2	NUMBER	Number	G	Global										96.0	119.0					119.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2008	2017	9	NUMBER	Number	G	Global						118.0	1156.0	471.0	220.0	309.0		303.0	305.0	676.0	419.0	419.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2016]	2016	2016	1	NUMBER	Number	G	Global														12.0		12.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009]	2007	2009	3	NUMBER	Number	G	Global					5.0	175.0	277.0									277.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	NUMBER	Number	G	Global					7.0	1.0	0.0	0.0	3.0	1.0	0.0	20.0	3.0	31.0		31.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					0.0	1.0	0.0	43.0	5.0	20.0	143.0	96.0	27.0	38.0	33.0	33.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	10	NUMBER	Number	G	Global					12.0	12.0	8.0	5.0		15.0	16.0	10.0	22.0	16.0	9.0	9.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	NUMBER	Number	G	Global						56.0	47.0	225.0	122.0	125.0	207.0	270.0	2015.0	986.0	725.0	725.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	492	Monaco	4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009]	2007	2009	3	NUMBER	Number	G	Global					4.0	10.0	7.0									7.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	8	NUMBER	Number	G	Global						70.0	151.0			21.0	1.0	29.0	25.0	60.0	118.0	118.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					298.0	271.0	182.0	181.0	154.0	290.0	262.0	264.0	139.0	232.0	147.0	147.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	10	NUMBER	Number	G	Global					4.0	3.0		1.0	1.0	9.0	1.0	2.0	3.0	2.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2010, 2012, 2017]	2007	2017	4	NUMBER	Number	G	Global					114.0			310.0		126.0					733.0	733.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number	G	Global												0.0	0.0	0.0	11.0	11.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012, 2013, 2014]	2012	2014	3	NUMBER	Number	G	Global										30.0	26.0	27.0				27.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	NUMBER	Number	G	Global				47.0	36.0	34.0	60.0	19.0	13.0	14.0	21.0	8.0	5.0	25.0	9.0	9.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2009, 2013, 2014, 2015, 2016, 2017]	2009	2017	6	NUMBER	Number	G	Global							34.0				4.0	1.0	3.0	12.0	13.0	13.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012]	2012	2012	1	NUMBER	Number	G	Global										4.0						4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2013]	2013	2013	1	NUMBER	Number	G	Global											5.0					5.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016]	2007	2016	9	NUMBER	Number	G	Global					147.0	145.0	197.0	193.0	141.0	271.0	237.0	266.0		350.0		350.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					716.0	826.0	909.0	993.0	1222.0	1711.0	1434.0	1256.0	1150.0	952.0	952.0	952.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017]	2007	2017	8	NUMBER	Number	G	Global					0.0	0.0	0.0	0.0				0.0	18.0	19.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2009, 2010, 2011, 2013, 2014]	2009	2014	5	NUMBER	Number	G	Global							36.0	40.0	85.0		41.0	52.0				52.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2012, 2013, 2014, 2015, 2016]	2005	2016	10	NUMBER	Number	G	Global			130.0	139.0	74.0	65.0	50.0			127.0	116.0	84.0	90.0	84.0		84.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016]	2015	2016	2	NUMBER	Number	G	Global													108.0	67.0		67.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	NUMBER	Number	G	Global						1269.0	1250.0	1044.0	976.0	744.0	968.0	1030.0	896.0	1017.0	901.0	901.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	NUMBER	Number	G	Global					203.0	256.0	292.0	127.0	134.0	136.0	124.0	324.0	301.0	262.0		262.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2013, 2014, 2015, 2016, 2017]	2013	2017	5	NUMBER	Number	G	Global											9.0	16.0	50.0	84.0	34.0	34.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					35.0	50.0	88.0	63.0	148.0	84.0	66.0	108.0	132.0	105.0	20.0	20.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					162.0	211.0	196.0	253.0	286.0	713.0	634.0	255.0	411.0	705.0	445.0	445.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					144.0	218.0	113.0	207.0	537.0	763.0	795.0	1124.0	761.0	603.0	203.0	203.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	9	NUMBER	Number	G	Global					859.0	62.0	19.0			230.0	135.0	201.0	173.0	199.0	94.0	94.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016]	2008	2016	8	NUMBER	Number	G	Global						42.0	17.0	18.0	33.0	13.0	144.0	33.0		132.0		132.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global													20.0	18.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	634	Qatar	4	145	Western Asia	Country	51.19152467	25.28355379	QAT	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011]	2007	2011	5	NUMBER	Number	G	Global					28.0	45.0	24.0	26.0	214.0							214.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					1780.0	1240.0	780.0	1154.0	1048.0	976.0	896.0	831.0	649.0	474.0	334.0	334.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010]	2008	2010	3	NUMBER	Number	G	Global						57.0	82.0	71.0								71.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number	G	Global												25.0	50.0	84.0	30.0	30.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	12	NUMBER	Number	G	Global			32.0	52.0	36.0	270.0	58.0	24.0		331.0	239.0	183.0	251.0	301.0	145.0	145.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2014, 2015]	2010	2015	4	NUMBER	Number	G	Global								0.0	2.0			2.0	4.0			4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					96.0	48.0	85.0	76.0	74.0	79.0	76.0	52.0	32.0	31.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010]	2010	2010	1	NUMBER	Number	G	Global								5.0								5.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016]	2005	2016	11	NUMBER	Number	G	Global			66.0	71.0	41.0	33.0	69.0	25.0	35.0	39.0		49.0	35.0	48.0		48.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2015, 2016]	2007	2016	6	NUMBER	Number	G	Global					0.0	3.0	7.0	135.0					22.0	17.0		17.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	NUMBER	Number	G	Global						17.0	25.0	28.0	31.0	23.0	30.0	34.0	25.0	45.0	88.0	88.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	NUMBER	Number	G	Global					938.0	981.0	869.0	671.0	821.0	1206.0	871.0	903.0	449.0			449.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	NUMBER	Number	G	Global					9.0	68.0	28.0	33.0	18.0	15.0	37.0	5.0	47.0	27.0	25.0	25.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
