series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	8	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	15	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	7	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	7	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	7	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	7	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	8	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2012.0	17	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2015.0	9.7	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2015.0	6.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	233	Estonia	2015.0	6.2	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	G	_T
