series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	10	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	32	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.2	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.3	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	18	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.8	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	19.4	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.7	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.4	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	16.6	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	348	Hungary	2015.0	7.8	Float						LFS - Labour Force Survey		['Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	_T	G
