series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Sex	Reporting Type
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2000.0	384	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2000.0	849	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2000.0	465	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2001.0	834	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2001.0	379	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2001.0	455	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2002.0	372	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2002.0	818	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2002.0	446	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2003.0	801	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2003.0	437	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2003.0	364	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2004.0	354	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2004.0	781	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2004.0	427	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2005.0	416	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2005.0	761	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2005.0	345	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2006.0	336	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2006.0	742	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2006.0	406	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2007.0	329	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2007.0	727	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2007.0	398	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2008.0	323	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2008.0	715	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2008.0	392	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2009.0	705	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2009.0	319	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2009.0	386	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2010.0	696	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2010.0	315	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2010.0	381	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2011.0	310	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2011.0	687	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2011.0	377	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2012.0	677	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2012.0	371	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	MALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2012.0	306	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2013.0	302	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	FEMALE	G
SH_DYN_MORTN	Under-five deaths (number)	376	Israel	2013.0	668	Float						United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		['']	E	NUMBER	<5Y	BOTHSEX	G
