series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2006.0	2	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2006.0	3	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2006.0	4	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2009.0	2.8	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2009.0	1.3	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2009.0	4.2	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2014.0	2.9	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2014.0	1.1	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2014.0	2.1	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2018.0	3.08	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2018.0	1.32	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	2018.0	2.22	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
