series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Sex
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2013.0	38	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2013.0	11	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	37	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	97	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	96	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	4	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	1	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2015.0	33	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	6	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	0	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	0	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	FEMALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	19	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	19	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	MALE
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	724	Spain	2016.0	6	Float						GLOTIP Database		['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	FEMALE
