series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2000.0	5016	Float						UNSTATS / Environment Live 		['Data refer to waste produced from private health care centres, the source is the Environmental Health Survey.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2003.0	6151.2001950000003	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2004.0	4570.7998049999997	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2005.0	5674.7998049999997	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2006.0	5113.2001950000003	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2007.0	8466	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres. Does not include data for privately owned health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2008.0	11886	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2009.0	14422.799805000001	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2010.0	4080	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2012.0	4512	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	275	State of Palestine	2014.0	4572	Float						UNSTATS / Environment Live 		['Data refer to waste collected from health care centres, the source is the environmental survey of health care centres.']	C	TONNES	G	LANDFIL
