series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2009.0	1.43799	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2009, Maret']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2009.0	1.28912	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2009, Maret']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2011.0	3.84816	Float						Central Bureau of Statistics (BPS) of Indonesia		['SUSENAS - Indonesian National Social Economic Survey ']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2011.0	4.04798	Float						Central Bureau of Statistics (BPS) of Indonesia		['SUSENAS - Indonesian National Social Economic Survey ']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2012.0	3.43333	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2012, Maret (SUSENAS)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2012.0	3.01936	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2012, Maret (SUSENAS)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2014.0	4.36427	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2014, Maret (SUSENAS)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2014.0	4.20993	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2014, Maret (SUSENAS)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2015.0	4.71528	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2015, Maret (SUSENAS)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	2015.0	5.44319	Float						Badan Pusat Statistik		['Survei Sosial Ekonomi Nasional 2015, Maret (SUSENAS)']	CA	PERCENT	G	_T
