series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Observation Status	Reporting Type
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2001.0	5.258	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2002.0	6.42515	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2003.0	4.74764	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2004.0	4.1894	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2005.0	4.64348	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2006.0	4.43765	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2007.0	3.64917	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2008.0	3.76608	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2009.0	5.45054	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2010.0	4.64845	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2011.0	3.56886	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2012.0	1.30402	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2013.0	1.63152	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2014.0	1.41762	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2015.0	1.94108	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2016.0	1.42709	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2017.0	1.0798	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	508	Mozambique	2018.0	1.05454	Float						FAO Questionnaire. UNSD national account estimates.		['Budgetary Central Government']	C	PERCENT	A	G
