series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2007.0	41.6	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2008.0	41.4	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2009.0	55.4	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2010.0	49	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2011.0	27	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2012.0	28	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2013.0	34.8	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2014.0	33.6	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2015.0	32.5	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2016.0	22.9	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	2017.0	40	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
