series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	23.6	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	20	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	19.6	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	20.3	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.8	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	27.4	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.1	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	26.4	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.4	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	26.8	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2011.0	21.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	33.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	24.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	24.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	25	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	32.8	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	25.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	24.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	33.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2012.0	24.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	34.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	25.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	25.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	26	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	35	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	26.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	26.6	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	35.3	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2013.0	26.8	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	23.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	32.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	24.6	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	25.4	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	32.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	31.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	25.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	23.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2014.0	24.4	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	22.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	20.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	21.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	23.5	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	31	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	20.6	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	30.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	31.1	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2015.0	23.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
