series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	18	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	21.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	18.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	22.3	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	18.2	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	17.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	21.3	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	17.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2009.0	17.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	20.3	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	25.1	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	22.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	19.7	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	724	Spain	2010.0	19.9	Float						LFS - Labour Force Survey		['Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	G	PWD
