series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	8.74	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	8.54	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2015.0	13.01	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.7	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.6	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	11.9	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.9	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	12	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	7.5	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	8.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	56	Belgium	2016.0	12.1	Float						LFS - Labour Force Survey		['Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PD	G
