series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2007.0	34.6	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2008.0	35.23	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2009.0	23.25	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2010.0	34.8	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2011.0	40.4	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2012.0	38	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2013.0	35.6	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2014.0	45	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2015.0	45.3	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2016.0	52.2	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2017.0	49	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_PRR_ROBB	Police reporting rate for robbery, by sex (%)	250	France	2018.0	42	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
