series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2014.0	0.74	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2014.0	0.62	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2014.0	0.86	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2015.0	0.75	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2015.0	0.88	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2015.0	0.62	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2017.0	0.75	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2017.0	0.87	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2017.0	0.64	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2018.0	0.78	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	BOTHSEX	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2018.0	0.88	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	MALE	G
VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	827	United Kingdom (England and Wales)	2018.0	0.69	Float						United Nations Office on Drugs and Crime		['']	NA	PERCENT	FEMALE	G
