series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	3.33968	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	15+	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	1.33984	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.97774	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	3.20763	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	15+	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.60919	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	65+	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.66685	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	55-64	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.52769	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	45-54	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.81107	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	45-54	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.64241	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	55-64	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	792	Turkey	2006.0	0.43942	Float						Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006		['Travel related to unpaid care work is not included.']	C	PERCENT	65+	URBAN	MALE	G
