series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	1989.0	4	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	1992.0	10	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	1994.0	5	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	1995.0	10	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	1997.0	4	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2001.0	14	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2003.0	8	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2006.0	16	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2007.0	9	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2008.0	13	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2009.0	14	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2010.0	15	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2011.0	14	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2012.0	15	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2013.0	16	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2014.0	15	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2015.0	16	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2016.0	16	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	2017.0	15	Float						World Bank		['Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)']	G	PERCENT	G	B50
