series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	15	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	34	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	25	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	12	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	14	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	29	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	12	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2012.0	13	Float						HS - European Health and Social Integration Survey		['Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	16.9	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	10.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	12.9	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	17.4	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	11.5	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	11.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	12.8	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	16.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2015.0	10.1	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	9.5	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	8.8	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	10.5	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	15.9	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	9.6	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	10.7	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	18.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	8.6	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	703	Slovakia	2016.0	13.8	Float						LFS - Labour force survey		['Age coverage - maximum age: 74 years old']	C	PERCENT	MALE	PD	G
